date,close,ema10,ema55,ema200,dist_p10,dist_p55,dist_p200,slope10,slope55,slope200,dist_10_55,dist_55_200,ratio_armonico
1871-01-30 14:26:00,4.5,,,,,,,,,,,,
1871-02-27 14:26:00,4.61,,,,,,,,,,,,
1871-05-01 14:26:00,4.86,,,,,,,,,,,,
1871-05-29 14:26:00,4.82,,,,,,,,,,,,
1871-07-31 14:26:00,4.79,,,,,,,,,,,,
1871-08-28 14:26:00,4.84,,,,,,,,,,,,
1871-10-30 14:26:00,4.64,,,,,,,,,,,,
1871-11-27 14:26:00,4.74,,,,,,,,,,,,
1872-01-01 14:26:00,4.86,,,,,,,,,,,,
1872-01-29 14:26:00,4.88,4.754,,,2.65,,,,,,,,
1872-02-26 14:26:00,5.04,4.806,,,4.869,,,,,,,,
1872-04-01 14:26:00,5.18,4.874,,,6.278,,,,,,,,
1872-04-29 14:26:00,5.18,4.93,,,5.079,,,,,,,,
1872-07-01 14:26:00,5.1,4.961,,,2.81,,,,,,,,
1872-07-29 14:26:00,5.04,4.975,,,1.306,,,4.65,,,,,
1872-09-30 14:26:00,4.97,4.974,,,-0.083,,,3.498,,,,,
1872-10-28 14:26:00,4.95,4.97,,,-0.397,,,1.964,,,,,
1872-12-30 14:26:00,5.11,4.995,,,2.297,,,1.331,,,,,
1873-03-31 14:26:00,5.04,5.003,,,0.732,,,0.862,,,,,
1873-04-28 14:26:00,5.05,5.012,,,0.761,,,0.74,,,,,
1873-06-30 14:26:00,4.97,5.004,,,-0.684,,,0.605,,,,,
1873-07-28 14:26:00,4.97,4.998,,,-0.561,,,0.569,,,,,
1873-09-01 14:26:00,4.59,4.924,,,-6.78,,,-1.43,,,,,
1873-09-29 14:26:00,4.19,4.79,,,-12.534,,,-4.257,,,,,
1873-12-01 14:26:00,4.42,4.723,,,-6.417,,,-5.762,,,,,
1873-12-29 14:26:00,4.66,4.712,,,-1.095,,,-5.848,,,,,
1874-03-30 14:26:00,4.6,4.691,,,-1.946,,,-6.137,,,,,
1874-04-27 14:26:00,4.48,4.653,,,-3.716,,,-5.503,,,,,
1874-06-01 14:26:00,4.46,4.618,,,-3.418,,,-3.603,,,,,
1874-06-29 14:26:00,4.46,4.589,,,-2.814,,,-2.836,,,,,
1874-08-31 14:26:00,4.54,4.58,,,-0.878,,,-2.789,,,,,
1874-09-28 14:26:00,4.53,4.571,,,-0.898,,,-2.563,,,,,
1874-11-30 14:26:00,4.54,4.565,,,-0.557,,,-1.88,,,,,
1874-12-28 14:26:00,4.54,4.561,,,-0.456,,,-1.235,,,,,
