date,close,ema10,ema55,ema200,dist_p10,dist_p55,dist_p200,slope10,slope55,slope200,dist_10_55,dist_55_200,ratio_armonico
2014-02-24,7059509219.087,,,,,,,,,,,,
2014-03-03,8049575197.749,,,,,,,,,,,,
2014-03-10,7979008906.896,,,,,,,,,,,,
2014-03-17,7105506101.333,,,,,,,,,,,,
2014-03-24,5822876640.838,,,,,,,,,,,,
2014-03-31,5787169775.02,,,,,,,,,,,,
2014-04-07,5291306567.505,,,,,,,,,,,,
2014-04-14,6384446016.555,,,,,,,,,,,,
2014-04-21,5501947195.477,,,,,,,,,,,,
2014-04-28,5617011559.828,6459835718.029,,,-13.047,,,,,,,,
2014-05-05,5658851002.156,6314202133.325,,,-10.379,,,,,,,,
2014-05-12,5775347857.246,6216228628.583,,,-7.092,,,,,,,,
2014-05-19,7449311246.952,6440425468.286,,,15.665,,,,,,,,
2014-05-26,8190759985.272,6758668107.738,,,21.189,,,,,,,,
2014-06-02,8538703836.846,7082310967.576,,,20.564,,,9.636,,,,,
2014-06-09,7665258182.671,7188301370.321,,,6.635,,,13.843,,,,,
2014-06-16,7844175409.727,7307551195.667,,,7.343,,,17.556,,,,,
2014-06-23,7847760410.997,7405771053.0,,,5.968,,,14.989,,,,,
2014-06-30,8248681071.646,7559027420.026,,,9.124,,,11.842,,,,,
2014-07-07,8270825071.314,7688445174.806,,,7.575,,,8.558,,,,,
2014-07-14,8241346617.129,7788972709.774,,,5.808,,,8.356,,,,,
2014-07-21,7767974426.382,7785154840.066,,,-0.221,,,6.536,,,,,
2014-07-28,7767225051.854,7781894878.573,,,-0.189,,,5.079,,,,,
2014-08-04,7805645473.43,7786213168.547,,,0.25,,,3.005,,,,,
2014-08-11,6587928745.552,7568343273.457,,,-12.954,,,-1.562,,,,,
2014-08-18,6789391313.867,7426715644.441,,,-8.582,,,-4.651,,,,,
2014-08-25,6423589156.598,7244329010.287,,,-11.329,,,-6.947,,,,,
2014-09-01,6399259547.052,7090680016.972,,,-9.751,,,-8.882,,,,,
2014-09-08,6432431590.893,6970998484.958,,,-7.726,,,-10.47,,,,,
2014-09-15,5420376551.043,6689067224.246,,,-18.967,,,-11.618,,,,,
2014-09-22,5120811611.401,6403929840.092,,,-20.036,,,-13.772,,,,,
2014-09-29,4420911482.798,6043381047.857,,,-26.847,,,-16.578,,,,,
2014-10-06,5158044885.874,5882410836.587,,,-12.314,,,-17.04,,,,,
2014-10-13,5277730572.456,5772468970.382,,,-8.571,,,-17.193,,,,,
2014-10-20,4851974941.67,5605106419.707,,,-13.437,,,-16.205,,,,,
2014-10-27,4431124648.239,5391655188.531,,,-17.815,,,-15.807,,,,,
2014-11-03,4999737581.097,5320397441.725,,,-6.027,,,-11.963,,,,,
2014-11-10,5341329326.639,5324203238.982,,,0.322,,,-9.489,,,,,
2014-11-17,5049473935.134,5274252456.464,,,-4.262,,,-8.631,,,,,
2014-11-24,5196217339.603,5260064253.398,,,-1.214,,,-6.156,,,,,
2014-12-01,5206142609.628,5250260318.167,,,-0.84,,,-2.622,,,,,
2014-12-08,4929786468.323,5191992345.468,,,-5.05,,,-2.413,,,,,
2014-12-15,4434038557.835,5054182565.899,,,-12.27,,,-5.072,,,,,
2014-12-22,4411142716.341,4937266229.615,,,-10.656,,,-6.389,,,,,
2014-12-29,3674504334.136,4707673157.71,,,-21.946,,,-10.502,,,,,
2015-01-05,3713595165.012,4526931704.492,,,-17.967,,,-13.777,,,,,
2015-01-12,2960105492.43,4242054211.39,,,-30.22,,,-18.296,,,,,
2015-01-19,3574650790.101,4120708134.792,,,-13.252,,,-18.469,,,,,
2015-01-26,3182129198.362,3950057419.078,,,-19.441,,,-19.995,,,,,
2015-02-02,3143997476.943,3803501065.962,,,-17.339,,,-19.206,,,,,
2015-02-09,3315288887.982,3714735215.42,,,-10.753,,,-17.941,,,,,
2015-02-16,3333175080.695,3645360645.47,,,-8.564,,,-14.066,,,,,
2015-02-23,3652472845.75,3646653772.794,,,0.16,,,-11.504,,,,,
2015-03-02,3890998510.602,3691080088.759,,,5.416,,,-6.556,,,,,
2015-03-09,4059016834.14,3757977678.828,5764574564.038,,8.011,-29.587,,-1.197,,,-34.809,,
2015-03-16,3805756613.157,3766664757.797,5694616780.078,,1.038,-33.169,,1.398,,,-33.856,,
2015-03-23,3449366176.966,3708974106.737,5614429258.538,,-6.999,-38.562,,1.745,,,-33.939,,
2015-03-30,3713305971.43,3709761718.499,5546531998.285,,0.096,-33.052,,1.731,,,-33.116,,
2015-04-06,3371810435.272,3648316030.64,5468863371.034,,-7.579,-38.345,,-1.159,,,-33.289,,
2015-04-13,3177626483.356,3562736112.952,5387033482.189,,-10.809,-41.013,,-5.195,-6.549,,-33.865,,
2015-04-20,3141018065.826,3486060104.384,5306818645.89,,-9.898,-40.812,,-7.45,-6.81,,-34.31,,
2015-04-27,3416798119.854,3473467016.287,5239317912.817,,-1.631,-34.785,,-6.35,-6.681,,-33.704,,
2015-05-04,3424052573.082,3464482572.068,5174487007.827,,-1.167,-33.828,,-6.612,-6.708,,-33.047,,
2015-05-11,3390667440.421,3451061639.041,5110779166.134,,-1.75,-33.657,,-5.407,-6.548,,-32.475,,
2015-05-18,3449654698.625,3450805831.693,5051453292.294,,-0.033,-31.71,,-3.142,-6.229,,-31.687,,
2015-05-25,3314383665.369,3426001801.452,4989415091.332,,-3.258,-33.572,,-1.723,-5.981,,-31.335,,
