date,close,ema10,ema55,ema200,dist_p10,dist_p55,dist_p200,slope10,slope55,slope200,dist_10_55,dist_55_200,ratio_armonico
2025-02-07T10:00,97261.510000,97129.348000,97532.425000,99262.316000,0.136000,-0.278000,-2.016000,-0.092000,-0.103000,-0.116000,-0.413000,-1.743000,0.236948
2025-02-07T11:00,97750.000000,97242.194000,97540.195000,99247.268000,0.522000,0.215000,-1.509000,0.113000,-0.063000,-0.105000,-0.306000,-1.720000,0.177907
2025-02-07T12:00,97963.580000,97373.355000,97555.316000,99234.495000,0.606000,0.418000,-1.281000,0.318000,-0.016000,-0.091000,-0.187000,-1.692000,0.110520
2025-02-07T13:00,98828.010000,97637.838000,97600.769000,99230.450000,1.219000,1.257000,-0.406000,0.599000,0.050000,-0.072000,0.038000,-1.642000,-0.023143
2025-02-07T14:00,99710.920000,98014.762000,97676.132000,99235.231000,1.731000,2.083000,0.479000,0.942000,0.137000,-0.048000,0.347000,-1.571000,-0.220878
2025-02-07T15:00,98283.980000,98063.711000,97697.841000,99225.766000,0.225000,0.600000,-0.949000,0.962000,0.170000,-0.037000,0.374000,-1.540000,-0.242857
2025-02-07T16:00,97827.660000,98020.792000,97702.477000,99211.854000,-0.197000,0.128000,-1.395000,0.801000,0.166000,-0.036000,0.326000,-1.521000,-0.214333
2025-02-07T17:00,97434.780000,97914.245000,97692.917000,99194.172000,-0.490000,-0.264000,-1.774000,0.555000,0.141000,-0.041000,0.227000,-1.513000,-0.150033
2025-02-07T18:00,97751.990000,97884.744000,97695.026000,99179.822000,-0.136000,0.058000,-1.440000,0.253000,0.097000,-0.051000,0.194000,-1.497000,-0.129593
2025-02-07T19:00,96898.560000,97705.438000,97666.581000,99157.123000,-0.826000,-0.786000,-2.278000,-0.316000,-0.010000,-0.079000,0.040000,-1.503000,-0.026613
2025-02-07T20:00,95764.310000,97352.505000,97598.643000,99123.363000,-1.631000,-1.879000,-3.389000,-0.725000,-0.102000,-0.103000,-0.252000,-1.538000,0.163849
2025-02-07T21:00,96011.420000,97108.672000,97541.956000,99092.399000,-1.130000,-1.569000,-3.109000,-0.931000,-0.164000,-0.120000,-0.444000,-1.565000,0.283706
2025-02-07T22:00,96062.760000,96918.506000,97489.128000,99062.253000,-0.883000,-1.463000,-3.028000,-1.017000,-0.209000,-0.133000,-0.585000,-1.588000,0.368388
2025-02-07T23:00,96506.800000,96843.650000,97454.045000,99036.826000,-0.348000,-0.972000,-2.555000,-1.064000,-0.247000,-0.144000,-0.626000,-1.598000,0.391740
2025-02-08T00:00,96650.140000,96808.467000,97425.334000,99013.078000,-0.164000,-0.796000,-2.386000,-0.918000,-0.247000,-0.145000,-0.633000,-1.604000,0.394638
2025-02-08T01:00,96509.200000,96754.054000,97392.615000,98988.163000,-0.253000,-0.907000,-2.504000,-0.615000,-0.211000,-0.136000,-0.656000,-1.612000,0.406948
2025-02-08T02:00,96751.010000,96753.501000,97369.700000,98965.903000,-0.003000,-0.635000,-2.238000,-0.366000,-0.177000,-0.128000,-0.633000,-1.613000,0.392436
2025-02-08T03:00,96699.230000,96743.633000,97345.755000,98943.349000,-0.046000,-0.664000,-2.268000,-0.180000,-0.147000,-0.120000,-0.619000,-1.615000,0.383282
2025-02-08T04:00,96300.010000,96662.975000,97308.407000,98917.047000,-0.375000,-1.036000,-2.646000,-0.187000,-0.149000,-0.121000,-0.663000,-1.626000,0.407749
2025-02-08T05:00,96211.080000,96580.812000,97269.217000,98890.122000,-0.383000,-1.088000,-2.709000,-0.235000,-0.160000,-0.124000,-0.708000,-1.639000,0.431971
2025-02-08T06:00,95994.550000,96474.219000,97223.693000,98861.311000,-0.497000,-1.264000,-2.900000,-0.289000,-0.173000,-0.128000,-0.771000,-1.656000,0.465580
2025-02-08T07:00,96209.920000,96426.165000,97187.487000,98834.929000,-0.224000,-1.006000,-2.656000,-0.338000,-0.187000,-0.132000,-0.783000,-1.667000,0.469706
2025-02-08T08:00,95893.840000,96329.378000,97141.285000,98805.664000,-0.452000,-1.284000,-2.947000,-0.428000,-0.210000,-0.139000,-0.836000,-1.684000,0.496437
2025-02-08T09:00,96163.050000,96299.137000,97106.348000,98779.369000,-0.141000,-0.971000,-2.649000,-0.376000,-0.208000,-0.139000,-0.831000,-1.694000,0.490555
2025-02-08T10:00,96050.640000,96253.956000,97068.644000,98752.218000,-0.211000,-1.049000,-2.736000,-0.338000,-0.206000,-0.139000,-0.839000,-1.705000,0.492082
2025-02-08T11:00,96120.000000,96229.600000,97034.764000,98726.027000,-0.114000,-0.943000,-2.640000,-0.254000,-0.194000,-0.137000,-0.830000,-1.713000,0.484530
2025-02-08T12:00,96059.240000,96198.625000,96999.924000,98699.492000,-0.145000,-0.970000,-2.675000,-0.236000,-0.193000,-0.137000,-0.826000,-1.722000,0.479675
2025-02-08T13:00,96246.700000,96207.366000,96973.023000,98675.086000,0.041000,-0.749000,-2.461000,-0.127000,-0.173000,-0.132000,-0.790000,-1.725000,0.457971
2025-02-08T14:00,96091.340000,96186.271000,96941.534000,98649.377000,-0.099000,-0.877000,-2.593000,-0.117000,-0.170000,-0.132000,-0.779000,-1.731000,0.450029
2025-02-08T15:00,95843.740000,96123.992000,96902.327000,98621.460000,-0.292000,-1.092000,-2.817000,-0.135000,-0.171000,-0.132000,-0.803000,-1.743000,0.460700
2025-02-08T16:00,96132.070000,96125.461000,96874.818000,98596.690000,0.007000,-0.767000,-2.500000,-0.108000,-0.165000,-0.131000,-0.774000,-1.746000,0.443299
2025-02-08T17:00,96377.710000,96171.324000,96857.064000,98574.610000,0.215000,-0.495000,-2.229000,-0.028000,-0.147000,-0.127000,-0.708000,-1.742000,0.406429
