date,close,ema10,ema55,ema200,dist_p10,dist_p55,dist_p200,slope10,slope55,slope200,dist_10_55,dist_55_200,ratio_armonico
2017-09-25,4378.48,,,,,,,,,,,,
2017-10-02,4640.0,,,,,,,,,,,,
2017-10-09,5709.99,,,,,,,,,,,,
2017-10-16,5950.02,,,,,,,,,,,,
2017-10-23,6169.98,,,,,,,,,,,,
2017-10-30,7345.01,,,,,,,,,,,,
2017-11-06,5811.03,,,,,,,,,,,,
2017-11-13,8038.0,,,,,,,,,,,,
2017-11-20,9128.02,,,,,,,,,,,,
2017-11-27,11165.41,6833.594,,,63.39,,,,,,,,
2017-12-04,14899.98,8300.21,,,79.513,,,,,,,,
2017-12-11,18860.02,10220.175,,,84.537,,,,,,,,
2017-12-18,13500.0,10816.507,,,24.809,,,,,,,,
2017-12-25,13716.36,11343.753,,,20.916,,,,,,,,
2018-01-01,16150.03,12217.622,,,32.186,,,78.788,,,,,
2018-01-08,13474.99,12446.234,,,8.266,,,49.951,,,,,
2018-01-15,11530.0,12279.646,,,-6.105,,,20.151,,,,,
2018-01-22,11879.95,12206.974,,,-2.679,,,12.855,,,,,
2018-01-29,8184.81,11475.671,,,-28.677,,,1.163,,,,,
2018-02-05,8063.88,10855.346,,,-25.715,,,-11.15,,,,,
2018-02-12,10383.43,10769.543,,,-3.585,,,-13.471,,,,,
2018-02-19,9590.0,10555.081,,,-9.143,,,-14.044,,,,,
2018-02-26,11515.0,10729.611,,,7.32,,,-12.103,,,,,
2018-03-05,9533.57,10512.149,,,-9.309,,,-8.396,,,,,
2018-03-12,8189.99,10089.938,,,-18.83,,,-7.051,,,,,
2018-03-19,8470.15,9795.431,,,-13.53,,,-9.045,,,,,
2018-03-26,6813.01,9253.173,,,-26.371,,,-12.334,,,,,
2018-04-02,7018.0,8846.778,,,-20.672,,,-17.548,,,,,
2018-04-09,8355.0,8757.364,,,-4.595,,,-16.693,,,,,
2018-04-16,8787.02,8762.756,,,0.277,,,-13.154,,,,,
2018-04-23,9419.0,8882.073,,,6.045,,,-9.324,,,,,
2018-04-30,9659.01,9023.334,,,7.045,,,-2.484,,,,,
2018-05-07,8679.71,8960.857,,,-3.138,,,1.289,,,,,
2018-05-14,8526.98,8881.97,,,-3.997,,,1.423,,,,,
2018-05-21,7338.99,8601.428,,,-14.677,,,-1.841,,,,,
2018-05-28,7714.26,8440.125,,,-8.6,,,-4.976,,,,,
2018-06-04,6764.99,8135.555,,,-16.847,,,-9.839,,,,,
2018-06-11,6449.61,7829.02,,,-17.619,,,-12.631,,,,,
2018-06-18,6136.97,7521.374,,,-18.406,,,-15.319,,,,,
