Date,Message
2014-04-03T13:30:00.000-00:00,"date,close,ema10,ema55,ema200,dist_p10,dist_p55,dist_p200,slope10,slope55,slope200,dist_10_55,dist_55_200,ratio_armonico"
2014-04-03T13:30:00.000-00:00,"2014-04-03 13:30,375.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-04T13:30:00.000-00:00,"2014-04-04 13:30,357.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-07T13:30:00.000-00:00,"2014-04-07 13:30,351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-08T13:30:00.000-00:00,"2014-04-08 13:30,367.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-09T13:30:00.000-00:00,"2014-04-09 13:30,366.222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-10T13:30:00.000-00:00,"2014-04-10 13:30,358.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-11T13:30:00.000-00:00,"2014-04-11 13:30,355.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-14T13:30:00.000-00:00,"2014-04-14 13:30,357.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-15T13:30:00.000-00:00,"2014-04-15 13:30,351.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-16T13:30:00.000-00:00,"2014-04-16 13:30,362.612,360.293,NaN,NaN,0.644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-22T13:30:00.000-00:00,"2014-04-22 13:30,357.175,359.726,NaN,NaN,-0.709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-23T13:30:00.000-00:00,"2014-04-23 13:30,352.521,358.416,NaN,NaN,-1.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-24T13:30:00.000-00:00,"2014-04-24 13:30,349.496,356.794,NaN,NaN,-2.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-25T13:30:00.000-00:00,"2014-04-25 13:30,343.1,354.304,NaN,NaN,-3.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-28T13:30:00.000-00:00,"2014-04-28 13:30,337.186,351.192,NaN,NaN,-3.988,NaN,NaN,-2.526,NaN,NaN,NaN,NaN,NaN"
2014-04-29T13:30:00.000-00:00,"2014-04-29 13:30,347.8,350.575,NaN,NaN,-0.792,NaN,NaN,-2.544,NaN,NaN,NaN,NaN,NaN"
2014-04-30T13:30:00.000-00:00,"2014-04-30 13:30,348.805,350.253,NaN,NaN,-0.413,NaN,NaN,-2.277,NaN,NaN,NaN,NaN,NaN"
2014-05-02T13:30:00.000-00:00,"2014-05-02 13:30,348.472,349.929,NaN,NaN,-0.417,NaN,NaN,-1.924,NaN,NaN,NaN,NaN,NaN"
