Date,Message
2017-09-25T00:00:00.000-00:00,"date,close,ema10,ema55,ema200,dist_p10,dist_p55,dist_p200,slope10,slope55,slope200,dist_10_55,dist_55_200,ratio_armonico"
2017-09-25T00:00:00.000-00:00,"2017-09-25 00:00,4378.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-10-02T00:00:00.000-00:00,"2017-10-02 00:00,4640,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-10-09T00:00:00.000-00:00,"2017-10-09 00:00,5709.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-10-16T00:00:00.000-00:00,"2017-10-16 00:00,5950.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-10-23T00:00:00.000-00:00,"2017-10-23 00:00,6169.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-10-30T00:00:00.000-00:00,"2017-10-30 00:00,7345.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-11-06T00:00:00.000-00:00,"2017-11-06 00:00,5811.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-11-13T00:00:00.000-00:00,"2017-11-13 00:00,8038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-11-20T00:00:00.000-00:00,"2017-11-20 00:00,9128.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-11-27T00:00:00.000-00:00,"2017-11-27 00:00,11165.41,6833.594,NaN,NaN,63.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-12-04T00:00:00.000-00:00,"2017-12-04 00:00,14899.98,8300.21,NaN,NaN,79.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-12-11T00:00:00.000-00:00,"2017-12-11 00:00,18860.02,10220.175,NaN,NaN,84.537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-12-18T00:00:00.000-00:00,"2017-12-18 00:00,13500,10816.507,NaN,NaN,24.809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2017-12-25T00:00:00.000-00:00,"2017-12-25 00:00,13716.36,11343.753,NaN,NaN,20.916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2018-01-01T00:00:00.000-00:00,"2018-01-01 00:00,16150.03,12217.622,NaN,NaN,32.186,NaN,NaN,78.788,NaN,NaN,NaN,NaN,NaN"
2018-01-08T00:00:00.000-00:00,"2018-01-08 00:00,13474.99,12446.234,NaN,NaN,8.266,NaN,NaN,49.951,NaN,NaN,NaN,NaN,NaN"
2018-01-15T00:00:00.000-00:00,"2018-01-15 00:00,11530,12279.646,NaN,NaN,-6.105,NaN,NaN,20.151,NaN,NaN,NaN,NaN,NaN"
2018-01-22T00:00:00.000-00:00,"2018-01-22 00:00,11879.95,12206.974,NaN,NaN,-2.679,NaN,NaN,12.855,NaN,NaN,NaN,NaN,NaN"
2018-01-29T00:00:00.000-00:00,"2018-01-29 00:00,8184.81,11475.671,NaN,NaN,-28.677,NaN,NaN,1.163,NaN,NaN,NaN,NaN,NaN"
2018-02-05T00:00:00.000-00:00,"2018-02-05 00:00,8063.88,10855.346,NaN,NaN,-25.715,NaN,NaN,-11.15,NaN,NaN,NaN,NaN,NaN"
2018-02-12T00:00:00.000-00:00,"2018-02-12 00:00,10383.43,10769.543,NaN,NaN,-3.585,NaN,NaN,-13.471,NaN,NaN,NaN,NaN,NaN"
2018-02-19T00:00:00.000-00:00,"2018-02-19 00:00,9590,10555.081,NaN,NaN,-9.143,NaN,NaN,-14.044,NaN,NaN,NaN,NaN,NaN"
2018-02-26T00:00:00.000-00:00,"2018-02-26 00:00,11515,10729.611,NaN,NaN,7.32,NaN,NaN,-12.103,NaN,NaN,NaN,NaN,NaN"
2018-03-05T00:00:00.000-00:00,"2018-03-05 00:00,9533.57,10512.149,NaN,NaN,-9.309,NaN,NaN,-8.396,NaN,NaN,NaN,NaN,NaN"
