Date,Message
2014-03-31T13:30:00.000-00:00,"date,close,ema10,ema55,ema200,dist_p10,dist_p55,dist_p200,slope10,slope55,slope200,dist_10_55,dist_55_200,ratio_armonico"
2014-03-31T13:30:00.000-00:00,"2014-03-31 13:30,357.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-07T13:30:00.000-00:00,"2014-04-07 13:30,355.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-14T13:30:00.000-00:00,"2014-04-14 13:30,362.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-21T13:30:00.000-00:00,"2014-04-21 13:30,343.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-04-28T13:30:00.000-00:00,"2014-04-28 13:30,348.472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-05-05T13:30:00.000-00:00,"2014-05-05 13:30,340.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-05-12T13:30:00.000-00:00,"2014-05-12 13:30,339.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-05-19T13:30:00.000-00:00,"2014-05-19 13:30,362.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-05-26T13:30:00.000-00:00,"2014-05-26 13:30,365.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-06-02T13:30:00.000-00:00,"2014-06-02 13:30,365,353.967,NaN,NaN,3.117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-06-09T13:30:00.000-00:00,"2014-06-09 13:30,361.75,355.382,NaN,NaN,1.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-06-16T13:30:00.000-00:00,"2014-06-16 13:30,365.85,357.285,NaN,NaN,2.397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-06-23T13:30:00.000-00:00,"2014-06-23 13:30,380.5,361.506,NaN,NaN,5.254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-06-30T13:30:00.000-00:00,"2014-06-30 13:30,385.2,365.814,NaN,NaN,5.299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
