Date,Message
2018-04-09T22:00:00.000-00:00,"2018-04-09 22:00,6611.12,6572.439,NaN,NaN,0.589,NaN,NaN,-0.841,NaN,NaN,NaN,NaN,NaN"
2018-04-10T22:00:00.000-00:00,"2018-04-10 22:00,6582.38,6574.246,NaN,NaN,0.124,NaN,NaN,-0.654,NaN,NaN,NaN,NaN,NaN"
2018-04-11T22:00:00.000-00:00,"2018-04-11 22:00,6661.12,6590.042,NaN,NaN,1.079,NaN,NaN,-0.349,NaN,NaN,NaN,NaN,NaN"
2018-04-12T22:00:00.000-00:00,"2018-04-12 22:00,6628.25,6596.989,NaN,NaN,0.474,NaN,NaN,0.231,NaN,NaN,NaN,NaN,NaN"
2018-04-15T22:00:00.000-00:00,"2018-04-15 22:00,6692.3,6614.318,NaN,NaN,1.179,NaN,NaN,0.769,NaN,NaN,NaN,NaN,NaN"
2018-04-16T22:00:00.000-00:00,"2018-04-16 22:00,6814.8,6650.769,NaN,NaN,2.466,NaN,NaN,1.192,NaN,NaN,NaN,NaN,NaN"
2018-04-17T22:00:00.000-00:00,"2018-04-17 22:00,6835.88,6684.426,NaN,NaN,2.266,NaN,NaN,1.676,NaN,NaN,NaN,NaN,NaN"
2018-04-18T22:00:00.000-00:00,"2018-04-18 22:00,6768.25,6699.667,NaN,NaN,1.024,NaN,NaN,1.663,NaN,NaN,NaN,NaN,NaN"
2018-04-19T22:00:00.000-00:00,"2018-04-19 22:00,6670.12,6694.294,NaN,NaN,-0.361,NaN,NaN,1.475,NaN,NaN,NaN,NaN,NaN"
2018-04-22T22:00:00.000-00:00,"2018-04-22 22:00,6654.38,6687.037,NaN,NaN,-0.488,NaN,NaN,1.099,NaN,NaN,NaN,NaN,NaN"
2018-04-23T22:00:00.000-00:00,"2018-04-23 22:00,6520.62,6656.78,NaN,NaN,-2.045,NaN,NaN,0.09,NaN,NaN,NaN,NaN,NaN"
2018-04-24T22:00:00.000-00:00,"2018-04-24 22:00,6567.38,6640.525,NaN,NaN,-1.101,NaN,NaN,-0.657,NaN,NaN,NaN,NaN,NaN"
2018-04-25T22:00:00.000-00:00,"2018-04-25 22:00,6736.92,6658.051,NaN,NaN,1.185,NaN,NaN,-0.621,NaN,NaN,NaN,NaN,NaN"
2018-04-26T22:00:00.000-00:00,"2018-04-26 22:00,6662.08,6658.784,NaN,NaN,0.049,NaN,NaN,-0.53,NaN,NaN,NaN,NaN,NaN"
2018-04-29T22:00:00.000-00:00,"2018-04-29 22:00,6599.05,6647.923,NaN,NaN,-0.735,NaN,NaN,-0.585,NaN,NaN,NaN,NaN,NaN"
2018-04-30T22:00:00.000-00:00,"2018-04-30 22:00,6714.5,6660.028,NaN,NaN,0.818,NaN,NaN,0.049,NaN,NaN,NaN,NaN,NaN"
2018-05-01T22:00:00.000-00:00,"2018-05-01 22:00,6625,6653.659,NaN,NaN,-0.431,NaN,NaN,0.198,NaN,NaN,NaN,NaN,NaN"
2018-05-02T22:00:00.000-00:00,"2018-05-02 22:00,6664.5,6655.63,NaN,NaN,0.133,NaN,NaN,-0.036,NaN,NaN,NaN,NaN,NaN"
2018-05-03T22:00:00.000-00:00,"2018-05-03 22:00,6771.45,6676.688,NaN,NaN,1.419,NaN,NaN,0.269,NaN,NaN,NaN,NaN,NaN"
2018-05-06T22:00:00.000-00:00,"2018-05-06 22:00,6813.62,6701.585,NaN,NaN,1.672,NaN,NaN,0.807,NaN,NaN,NaN,NaN,NaN"
2018-05-07T22:00:00.000-00:00,"2018-05-07 22:00,6818.05,6722.761,NaN,NaN,1.417,NaN,NaN,0.942,NaN,NaN,NaN,NaN,NaN"
2018-05-08T22:00:00.000-00:00,"2018-05-08 22:00,6893,6753.713,NaN,NaN,2.062,NaN,NaN,1.504,NaN,NaN,NaN,NaN,NaN"
2018-05-09T22:00:00.000-00:00,"2018-05-09 22:00,6948.38,6789.107,NaN,NaN,2.346,NaN,NaN,2.005,NaN,NaN,NaN,NaN,NaN"
2018-05-10T22:00:00.000-00:00,"2018-05-10 22:00,6954.12,6819.109,NaN,NaN,1.98,NaN,NaN,2.133,NaN,NaN,NaN,NaN,NaN"
2018-05-13T22:00:00.000-00:00,"2018-05-13 22:00,6963.12,6845.293,NaN,NaN,1.721,NaN,NaN,2.144,NaN,NaN,NaN,NaN,NaN"
2018-05-14T22:00:00.000-00:00,"2018-05-14 22:00,6887.5,6852.967,NaN,NaN,0.504,NaN,NaN,1.937,NaN,NaN,NaN,NaN,NaN"
2018-05-15T22:00:00.000-00:00,"2018-05-15 22:00,6925.88,6866.224,NaN,NaN,0.869,NaN,NaN,1.666,NaN,NaN,NaN,NaN,NaN"
2018-05-16T22:00:00.000-00:00,"2018-05-16 22:00,6896.25,6871.683,NaN,NaN,0.358,NaN,NaN,1.216,NaN,NaN,NaN,NaN,NaN"
2018-05-17T22:00:00.000-00:00,"2018-05-17 22:00,6866.62,6870.763,NaN,NaN,-0.06,NaN,NaN,0.757,NaN,NaN,NaN,NaN,NaN"
2018-05-20T22:00:00.000-00:00,"2018-05-20 22:00,6906.12,6877.191,NaN,NaN,0.421,NaN,NaN,0.466,NaN,NaN,NaN,NaN,NaN"
2018-05-21T22:00:00.000-00:00,"2018-05-21 22:00,6900.12,6881.36,NaN,NaN,0.273,NaN,NaN,0.414,NaN,NaN,NaN,NaN,NaN"
2018-05-22T22:00:00.000-00:00,"2018-05-22 22:00,6949.75,6893.795,NaN,NaN,0.812,NaN,NaN,0.402,NaN,NaN,NaN,NaN,NaN"
2018-05-23T22:00:00.000-00:00,"2018-05-23 22:00,6949.62,6903.945,NaN,NaN,0.662,NaN,NaN,0.469,NaN,NaN,NaN,NaN,NaN"
2018-05-24T22:00:00.000-00:00,"2018-05-24 22:00,6952.38,6912.751,NaN,NaN,0.573,NaN,NaN,0.611,NaN,NaN,NaN,NaN,NaN"
2018-05-27T22:00:00.000-00:00,"2018-05-27 22:00,6987.12,6926.273,6760.524,NaN,0.878,3.352,NaN,0.714,NaN,NaN,2.452,NaN,NaN"
2018-05-28T22:00:00.000-00:00,"2018-05-28 22:00,6941.25,6928.996,6766.978,NaN,0.177,2.575,NaN,0.692,NaN,NaN,2.394,NaN,NaN"
