Date,Message
2014-06-22T22:00:00.000-00:00,"date,close,ema10,ema55,ema200,dist_p10,dist_p55,dist_p200,slope10,slope55,slope200,dist_10_55,dist_55_200,ratio_armonico"
2014-06-22T22:00:00.000-00:00,"2014-06-22 22:00,3840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-06-29T22:00:00.000-00:00,"2014-06-29 22:00,3920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-07-06T22:00:00.000-00:00,"2014-07-06 22:00,3903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-07-13T22:00:00.000-00:00,"2014-07-13 22:00,3935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-07-20T22:00:00.000-00:00,"2014-07-20 22:00,3960,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-07-27T22:00:00.000-00:00,"2014-07-27 22:00,3879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-08-03T22:00:00.000-00:00,"2014-08-03 22:00,3880,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-08-10T22:00:00.000-00:00,"2014-08-10 22:00,3988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-08-17T22:00:00.000-00:00,"2014-08-17 22:00,4056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-08-24T22:00:00.000-00:00,"2014-08-24 22:00,4081,3944.2,NaN,NaN,3.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-08-31T22:00:00.000-00:00,"2014-08-31 22:00,4086,3969.982,NaN,NaN,2.922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-09-07T22:00:00.000-00:00,"2014-09-07 22:00,4069,3987.985,NaN,NaN,2.031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
