Date,Message
2025-02-08T23:00:00.000-00:00,";96,444.74;96,393.73;96,786.517;98,453.706;0.053;-0.353;-2.041;0.167;-0.06;-0.102;-0.406;-1.693"
2025-02-09T00:00:00.000-00:00,";96,568;96,425.416;96,778.713;98,434.943;0.148;-0.218;-1.897;0.134;-0.058;-0.101;-0.365;-1.683"
2025-02-09T01:00:00.000-00:00,";96,992.36;96,528.496;96,786.343;98,420.589;0.481;0.213;-1.451;0.211;-0.037;-0.095;-0.266;-1.66"
2025-02-09T02:00:00.000-00:00,";96,727.31;96,564.644;96,784.235;98,403.74;0.168;-0.059;-1.704;0.21;-0.028;-0.092;-0.227;-1.646"
2025-02-09T03:00:00.000-00:00,";97,300;96,698.345;96,802.655;98,392.758;0.622;0.514;-1.111;0.328;0.004;-0.082;-0.108;-1.616"
2025-02-09T04:00:00.000-00:00,";97,220.59;96,793.299;96,817.582;98,381.094;0.441;0.416;-1.18;0.415;0.032;-0.074;-0.025;-1.589"
2025-02-09T05:00:00.000-00:00,";97,029.28;96,836.205;96,825.142;98,367.644;0.199;0.211;-1.361;0.426;0.048;-0.068;0.011;-1.568"
2025-02-09T06:00:00.000-00:00,";97,005.89;96,867.056;96,831.597;98,354.094;0.143;0.18;-1.371;0.351;0.047;-0.068;0.037;-1.548"
2025-02-09T07:00:00.000-00:00,";97,057.83;96,901.743;96,839.677;98,341.196;0.161;0.225;-1.305;0.349;0.057;-0.064;0.064;-1.527"
2025-02-09T08:00:00.000-00:00,";97,086;96,935.244;96,848.474;98,328.706;0.156;0.245;-1.264;0.245;0.047;-0.065;0.09;-1.505"
2025-02-09T09:00:00.000-00:00,";96,924.53;96,933.296;96,851.191;98,314.734;-0.009;0.076;-1.414;0.145;0.035;-0.067;0.085;-1.489"
2025-02-09T10:00:00.000-00:00,";96,762.01;96,902.153;96,848.006;98,299.284;-0.145;-0.089;-1.564;0.068;0.024;-0.069;0.056;-1.476"
2025-02-09T11:00:00.000-00:00,";96,554.01;96,838.854;96,837.506;98,281.918;-0.294;-0.293;-1.758;-0.029;0.006;-0.073;0.001;-1.47"
2025-02-09T12:00:00.000-00:00,";96,535.26;96,783.655;96,826.711;98,264.539;-0.257;-0.301;-1.76;-0.122;-0.013;-0.078;-0.044;-1.463"
2025-02-09T13:00:00.000-00:00,";95,877.92;96,618.976;96,792.826;98,240.791;-0.767;-0.945;-2.405;-0.326;-0.057;-0.089;-0.18;-1.474"
2025-02-09T14:00:00.000-00:00,";96,127.73;96,529.659;96,769.072;98,219.766;-0.416;-0.663;-2.13;-0.416;-0.085;-0.097;-0.247;-1.477"
2025-02-09T15:00:00.000-00:00,";96,488.15;96,522.112;96,759.04;98,202.536;-0.035;-0.28;-1.746;-0.392;-0.092;-0.098;-0.245;-1.47"
2025-02-09T16:00:00.000-00:00,";96,442.16;96,507.575;96,747.722;98,185.019;-0.068;-0.316;-1.775;-0.342;-0.093;-0.099;-0.248;-1.464"
2025-02-09T17:00:00.000-00:00,";96,171.17;96,446.41;96,727.131;98,164.981;-0.285;-0.575;-2.031;-0.348;-0.103;-0.101;-0.29;-1.465"
2025-02-09T18:00:00.000-00:00,";96,212;96,403.79;96,708.734;98,145.549;-0.199;-0.514;-1.97;-0.223;-0.087;-0.097;-0.315;-1.464"
2025-02-09T19:00:00.000-00:00,";96,064.74;96,342.145;96,685.734;98,124.844;-0.288;-0.642;-2.099;-0.194;-0.086;-0.097;-0.355;-1.467"
2025-02-09T20:00:00.000-00:00,";96,322.24;96,338.526;96,672.752;98,106.908;-0.017;-0.363;-1.819;-0.19;-0.089;-0.097;-0.346;-1.462"
2025-02-09T21:00:00.000-00:00,";95,173.78;96,126.754;96,619.217;98,077.722;-0.991;-1.496;-2.961;-0.395;-0.133;-0.109;-0.51;-1.487"
2025-02-09T22:00:00.000-00:00,";95,831.64;96,073.097;96,591.09;98,055.373;-0.251;-0.786;-2.268;-0.387;-0.141;-0.112;-0.536;-1.493"
2025-02-09T23:00:00.000-00:00,";96,462.75;96,143.943;96,586.506;98,039.526;0.332;-0.128;-1.608;-0.27;-0.126;-0.108;-0.458;-1.482"
2025-02-10T00:00:00.000-00:00,";96,717.98;96,248.313;96,591.201;98,026.376;0.488;0.131;-1.335;-0.097;-0.098;-0.1;-0.355;-1.464"
2025-02-10T01:00:00.000-00:00,";95,576;96,126.074;96,554.944;98,001.995;-0.572;-1.014;-2.475;-0.221;-0.122;-0.107;-0.444;-1.477"
2025-02-10T02:00:00.000-00:00,";95,798.82;96,066.574;96,527.94;97,980.072;-0.279;-0.755;-2.226;-0.063;-0.094;-0.1;-0.478;-1.482"
2025-02-10T03:00:00.000-00:00,";96,814.98;96,202.648;96,538.191;97,968.48;0.637;0.287;-1.177;0.135;-0.055;-0.089;-0.348;-1.46"
2025-02-10T04:00:00.000-00:00,";96,935.46;96,335.886;96,552.379;97,958.201;0.622;0.397;-1.044;0.2;-0.035;-0.083;-0.224;-1.435"
2025-02-10T05:00:00.000-00:00,";97,015.26;96,459.409;96,568.911;97,948.818;0.576;0.462;-0.953;0.219;-0.023;-0.079;-0.113;-1.409"
2025-02-10T06:00:00.000-00:00,";97,142.43;96,583.594;96,589.394;97,940.794;0.579;0.573;-0.815;0.476;0.036;-0.062;-0.006;-1.38"
2025-02-10T07:00:00.000-00:00,";97,429.83;96,737.455;96,619.409;97,935.71;0.716;0.839;-0.517;0.698;0.095;-0.045;0.122;-1.344"
2025-02-10T08:00:00.000-00:00,";97,683.99;96,909.553;96,657.43;97,933.206;0.799;1.062;-0.254;0.735;0.124;-0.036;0.261;-1.303"
2025-02-10T09:00:00.000-00:00,";97,664.78;97,046.867;96,693.407;97,930.535;0.637;1.005;-0.271;0.738;0.146;-0.028;0.366;-1.263"
2025-02-10T10:00:00.000-00:00,";97,728.29;97,170.762;96,730.367;97,928.522;0.574;1.032;-0.204;0.737;0.167;-0.021;0.455;-1.223"
2025-02-10T11:00:00.000-00:00,";97,661.16;97,259.925;96,763.61;97,925.862;0.413;0.928;-0.27;0.7;0.18;-0.015;0.513;-1.187"
2025-02-10T12:00:00.000-00:00,";97,358.58;97,277.862;96,784.858;97,920.217;0.083;0.593;-0.574;0.559;0.171;-0.016;0.509;-1.159"
2025-02-10T13:00:00.000-00:00,";98,215.72;97,448.382;96,835.961;97,923.158;0.787;1.425;0.299;0.556;0.185;-0.01;0.632;-1.11"
2025-02-10T14:00:00.000-00:00,";97,270.64;97,416.065;96,851.485;97,916.665;-0.149;0.433;-0.66;0.38;0.163;-0.014;0.583;-1.088"
2025-02-10T15:00:00.000-00:00,";97,218.69;97,380.179;96,864.599;97,909.72;-0.166;0.366;-0.706;0.216;0.139;-0.019;0.532;-1.067"
2025-02-10T16:00:00.000-00:00,";97,300.75;97,365.737;96,880.176;97,903.661;-0.067;0.434;-0.616;0.109;0.12;-0.023;0.501;-1.045"
2025-02-10T17:00:00.000-00:00,";97,500;97,390.149;96,902.313;97,899.644;0.113;0.617;-0.408;0.115;0.121;-0.021;0.503;-1.019"
2025-02-10T18:00:00.000-00:00,";97,549.99;97,419.211;96,925.444;97,896.165;0.134;0.644;-0.354;-0.03;0.092;-0.028;0.509;-0.992"
2025-02-10T19:00:00.000-00:00,";97,376;97,411.354;96,941.535;97,890.989;-0.036;0.448;-0.526;-0.005;0.093;-0.026;0.485;-0.97"
2025-02-10T20:00:00.000-00:00,";97,331.95;97,396.917;96,955.479;97,885.427;-0.067;0.388;-0.565;0.017;0.094;-0.025;0.455;-0.95"
2025-02-10T21:00:00.000-00:00,";97,375.81;97,393.079;96,970.491;97,880.356;-0.018;0.418;-0.515;0.028;0.093;-0.024;0.436;-0.93"
2025-02-10T22:00:00.000-00:00,";97,390.26;97,392.567;96,985.482;97,875.479;-0.002;0.417;-0.496;0.002;0.086;-0.025;0.42;-0.909"
2025-02-10T23:00:00.000-00:00,";97,430.82;97,399.522;97,001.387;97,871.055;0.032;0.443;-0.45;-0.02;0.078;-0.026;0.41;-0.889"
2025-02-11T00:00:00.000-00:00,";97,783.12;97,469.267;97,029.306;97,870.18;0.322;0.777;-0.089;0.059;0.091;-0.021;0.453;-0.859"
2025-02-11T01:00:00.000-00:00,";97,994.23;97,564.715;97,063.768;97,871.414;0.44;0.959;0.125;0.172;0.112;-0.014;0.516;-0.825"
2025-02-11T02:00:00.000-00:00,";97,764;97,600.949;97,088.776;97,870.345;0.167;0.695;-0.109;0.213;0.122;-0.01;0.528;-0.799"
2025-02-11T03:00:00.000-00:00,";97,607.3;97,602.103;97,107.295;97,867.728;0.005;0.515;-0.266;0.215;0.126;-0.008;0.51;-0.777"
2025-02-11T04:00:00.000-00:00,";98,064.93;97,686.254;97,141.496;97,869.69;0.388;0.951;0.199;0.294;0.144;-0.001;0.561;-0.744"
2025-02-11T05:00:00.000-00:00,";98,412.24;97,818.251;97,186.88;97,875.089;0.607;1.261;0.549;0.358;0.162;0.005;0.65;-0.703"
2025-02-11T06:00:00.000-00:00,";98,424.33;97,928.447;97,231.074;97,880.554;0.506;1.227;0.556;0.373;0.172;0.009;0.717;-0.664"
2025-02-11T07:00:00.000-00:00,";98,268.97;97,990.361;97,268.142;97,884.419;0.284;1.029;0.393;0.399;0.185;0.014;0.743;-0.63"
2025-02-11T08:00:00.000-00:00,";98,223.79;98,032.802;97,302.272;97,887.795;0.195;0.947;0.343;0.441;0.201;0.021;0.751;-0.598"
2025-02-11T09:00:00.000-00:00,";97,999.99;98,026.836;97,327.191;97,888.912;-0.027;0.691;0.113;0.349;0.191;0.02;0.719;-0.574"
2025-02-11T10:00:00.000-00:00,";97,961.25;98,014.912;97,349.836;97,889.631;-0.055;0.628;0.073;0.201;0.168;0.015;0.683;-0.551"
2025-02-11T11:00:00.000-00:00,";98,151.52;98,039.749;97,378.467;97,892.237;0.114;0.794;0.265;0.114;0.152;0.012;0.679;-0.525"
2025-02-11T12:00:00.000-00:00,";97,766.13;97,990;97,392.313;97,890.983;-0.228;0.384;-0.128;-0;0.128;0.007;0.614;-0.509"
2025-02-11T13:00:00.000-00:00,";96,799.53;97,773.551;97,371.142;97,880.122;-0.996;-0.587;-1.104;-0.264;0.071;-0.008;0.413;-0.52"
2025-02-11T14:00:00.000-00:00,";96,962.03;97,626.002;97,356.531;97,870.987;-0.68;-0.405;-0.929;-0.409;0.03;-0.018;0.277;-0.526"
2025-02-11T15:00:00.000-00:00,";97,007.53;97,513.553;97,344.066;97,862.395;-0.519;-0.346;-0.874;-0.512;-0.006;-0.028;0.174;-0.53"
2025-02-11T16:00:00.000-00:00,";96,365.05;97,304.734;97,309.101;97,847.497;-0.966;-0.97;-1.515;-0.75;-0.071;-0.046;-0.004;-0.55"
2025-02-11T17:00:00.000-00:00,";96,165.29;97,097.562;97,268.251;97,830.758;-0.96;-1.134;-1.702;-0.911;-0.127;-0.062;-0.175;-0.575"
2025-02-11T18:00:00.000-00:00,";95,469.28;96,801.511;97,204.002;97,807.261;-1.376;-1.785;-2.39;-0.994;-0.172;-0.074;-0.414;-0.617"
2025-02-11T19:00:00.000-00:00,";95,040.82;96,481.385;97,126.746;97,779.734;-1.493;-2.148;-2.801;-1.172;-0.236;-0.093;-0.664;-0.668"
2025-02-11T20:00:00.000-00:00,";95,305;96,267.497;97,061.683;97,755.11;-1;-1.81;-2.506;-1.278;-0.29;-0.11;-0.818;-0.709"
2025-02-11T21:00:00.000-00:00,";96,390.23;96,289.812;97,037.703;97,741.529;0.104;-0.667;-1.383;-1.043;-0.279;-0.108;-0.771;-0.72"
2025-02-11T22:00:00.000-00:00,";95,580.23;96,160.797;96,985.65;97,720.023;-0.604;-1.449;-2.19;-0.965;-0.291;-0.113;-0.85;-0.752"
2025-02-11T23:00:00.000-00:00,";95,778.2;96,091.234;96,942.527;97,700.702;-0.326;-1.201;-1.968;-0.734;-0.269;-0.109;-0.878;-0.776"
2025-02-12T00:00:00.000-00:00,";96,060;96,085.555;96,911.008;97,684.376;-0.027;-0.878;-1.663;-0.41;-0.222;-0.098;-0.852;-0.792"
2025-02-12T01:00:00.000-00:00,";96,207.32;96,107.694;96,885.876;97,669.679;0.104;-0.7;-1.497;-0.166;-0.181;-0.087;-0.803;-0.803"
2025-02-12T02:00:00.000-00:00,";95,579.14;96,011.593;96,839.207;97,648.878;-0.45;-1.301;-2.12;-0.289;-0.205;-0.095;-0.855;-0.829"
2025-02-12T03:00:00.000-00:00,";95,299.27;95,882.08;96,784.209;97,625.499;-0.608;-1.534;-2.383;-0.29;-0.208;-0.097;-0.932;-0.862"
2025-02-12T04:00:00.000-00:00,";95,556.98;95,822.971;96,740.38;97,604.917;-0.278;-1.223;-2.098;-0.279;-0.209;-0.098;-0.948;-0.886"
2025-02-12T05:00:00.000-00:00,";95,886.54;95,834.529;96,709.886;97,587.818;0.054;-0.851;-1.743;-0.261;-0.208;-0.099;-0.905;-0.9"
2025-02-12T06:00:00.000-00:00,";95,817.87;95,831.5;96,678.028;97,570.207;-0.014;-0.89;-1.796;-0.287;-0.215;-0.102;-0.876;-0.914"
2025-02-12T07:00:00.000-00:00,";96,069.58;95,874.787;96,656.298;97,555.275;0.203;-0.607;-1.523;-0.142;-0.189;-0.096;-0.809;-0.922"
2025-02-12T08:00:00.000-00:00,";96,358.46;95,962.728;96,645.661;97,543.367;0.412;-0.297;-1.215;0.084;-0.143;-0.084;-0.707;-0.92"
2025-02-12T09:00:00.000-00:00,";96,129.28;95,993.01;96,627.218;97,529.296;0.142;-0.515;-1.435;0.177;-0.117;-0.077;-0.656;-0.925"
2025-02-12T10:00:00.000-00:00,";95,978.01;95,990.283;96,604.032;97,513.86;-0.013;-0.648;-1.575;0.163;-0.109;-0.076;-0.635;-0.933"
2025-02-12T11:00:00.000-00:00,";96,094.65;96,009.259;96,585.84;97,499.739;0.089;-0.509;-1.441;0.185;-0.095;-0.072;-0.597;-0.937"
2025-02-12T12:00:00.000-00:00,";95,982.97;96,004.479;96,564.309;97,484.647;-0.022;-0.602;-1.54;0.135;-0.095;-0.072;-0.58;-0.944"
2025-02-12T13:00:00.000-00:00,";94,975.38;95,817.37;96,507.562;97,459.679;-0.879;-1.588;-2.549;-0.151;-0.143;-0.086;-0.715;-0.977"
2025-02-12T14:00:00.000-00:00,";95,628.91;95,783.105;96,476.181;97,441.462;-0.161;-0.878;-1.86;-0.219;-0.156;-0.09;-0.718;-0.991"
2025-02-12T15:00:00.000-00:00,";95,816.18;95,789.118;96,452.61;97,425.29;0.028;-0.66;-1.652;-0.21;-0.157;-0.091;-0.688;-0.998"
2025-02-12T16:00:00.000-00:00,";96,986.14;96,006.759;96,471.664;97,420.921;1.02;0.533;-0.446;-0.003;-0.118;-0.081;-0.482;-0.974"
2025-02-12T17:00:00.000-00:00,";97,354.89;96,251.873;96,503.208;97,420.264;1.146;0.883;-0.067;0.258;-0.063;-0.066;-0.26;-0.941"
2025-02-12T18:00:00.000-00:00,";96,921.43;96,373.611;96,518.145;97,415.3;0.568;0.418;-0.507;0.581;0.011;-0.046;-0.15;-0.921"
2025-02-12T19:00:00.000-00:00,";97,205.06;96,524.784;96,542.677;97,413.208;0.705;0.686;-0.214;0.774;0.069;-0.029;-0.019;-0.894"
2025-02-12T20:00:00.000-00:00,";97,025.24;96,615.776;96,559.912;97,409.348;0.424;0.482;-0.394;0.863;0.111;-0.016;0.058;-0.872"
2025-02-12T21:00:00.000-00:00,";97,646.5;96,803.18;96,598.718;97,411.708;0.871;1.085;0.241;0.83;0.132;-0.009;0.212;-0.835"
2025-02-12T22:00:00.000-00:00,";97,806.57;96,985.615;96,641.856;97,415.636;0.846;1.205;0.401;0.762;0.144;-0.005;0.356;-0.794"
2025-02-12T23:00:00.000-00:00,";97,869.99;97,146.41;96,685.718;97,420.157;0.745;1.225;0.462;0.802;0.174;0.005;0.476;-0.754"
2025-02-13T00:00:00.000-00:00,";97,818.91;97,268.683;96,726.189;97,424.125;0.566;1.13;0.405;0.771;0.19;0.011;0.561;-0.716"
2025-02-13T01:00:00.000-00:00,";97,986.19;97,399.139;96,771.189;97,429.718;0.603;1.256;0.571;0.811;0.219;0.021;0.649;-0.676"
2025-02-13T02:00:00.000-00:00,";97,473.66;97,412.688;96,796.277;97,430.155;0.063;0.7;0.045;0.63;0.205;0.019;0.637;-0.651"
2025-02-13T03:00:00.000-00:00,";97,498.42;97,428.276;96,821.354;97,430.834;0.072;0.699;0.069;0.456;0.186;0.016;0.627;-0.626"
2025-02-13T04:00:00.000-00:00,";96,927.46;97,337.218;96,825.143;97,425.826;-0.421;0.106;-0.512;0.196;0.144;0.006;0.529;-0.617"
2025-02-13T05:00:00.000-00:00,";96,666.38;97,215.248;96,819.473;97,418.269;-0.565;-0.158;-0.772;-0.055;0.096;-0.006;0.409;-0.615"
2025-02-13T06:00:00.000-00:00,";96,056.72;97,004.606;96,792.232;97,404.721;-0.977;-0.76;-1.384;-0.405;0.022;-0.026;0.219;-0.629"
2025-02-13T07:00:00.000-00:00,";96,070.23;96,834.72;96,766.446;97,391.443;-0.789;-0.719;-1.357;-0.593;-0.031;-0.04;0.071;-0.642"
2025-02-13T08:00:00.000-00:00,";95,943.62;96,672.702;96,737.06;97,377.036;-0.754;-0.82;-1.472;-0.776;-0.087;-0.055;-0.067;-0.657"
2025-02-13T09:00:00.000-00:00,";96,262.25;96,598.074;96,720.102;97,365.944;-0.348;-0.473;-1.134;-0.759;-0.108;-0.061;-0.126;-0.663"
2025-02-13T10:00:00.000-00:00,";96,155.86;96,517.671;96,699.951;97,353.903;-0.375;-0.563;-1.231;-0.718;-0.123;-0.066;-0.188;-0.672"
2025-02-13T11:00:00.000-00:00,";95,925.11;96,409.933;96,672.278;97,339.687;-0.503;-0.773;-1.453;-0.613;-0.124;-0.067;-0.271;-0.686"
2025-02-13T12:00:00.000-00:00,";95,820.28;96,302.723;96,641.849;97,324.568;-0.501;-0.85;-1.546;-0.549;-0.129;-0.069;-0.351;-0.701"
2025-02-13T13:00:00.000-00:00,";96,074.66;96,261.257;96,621.593;97,312.131;-0.194;-0.566;-1.272;-0.426;-0.119;-0.067;-0.373;-0.71"
2025-02-13T14:00:00.000-00:00,";95,857.03;96,187.761;96,594.287;97,297.653;-0.344;-0.763;-1.481;-0.425;-0.13;-0.07;-0.421;-0.723"
2025-02-13T15:00:00.000-00:00,";95,998;96,153.259;96,572.991;97,284.721;-0.161;-0.595;-1.323;-0.378;-0.131;-0.071;-0.435;-0.732"
2025-02-13T16:00:00.000-00:00,";95,359.22;96,008.889;96,529.642;97,265.561;-0.677;-1.212;-1.96;-0.416;-0.148;-0.076;-0.539;-0.757"
2025-02-13T17:00:00.000-00:00,";95,692.09;95,951.289;96,499.729;97,249.905;-0.27;-0.837;-1.602;-0.365;-0.147;-0.077;-0.568;-0.771"
2025-02-13T18:00:00.000-00:00,";95,964.01;95,953.602;96,480.596;97,237.11;0.011;-0.535;-1.309;-0.32;-0.146;-0.077;-0.546;-0.778"
2025-02-13T19:00:00.000-00:00,";95,627.76;95,894.358;96,450.138;97,221.097;-0.278;-0.853;-1.639;-0.305;-0.149;-0.079;-0.576;-0.793"
2025-02-13T20:00:00.000-00:00,";96,264.52;95,961.66;96,443.509;97,211.578;0.316;-0.186;-0.974;-0.199;-0.134;-0.075;-0.5;-0.79"
2025-02-13T21:00:00.000-00:00,";96,488;96,057.358;96,445.098;97,204.379;0.448;0.044;-0.737;0.05;-0.088;-0.063;-0.402;-0.781"
2025-02-13T22:00:00.000-00:00,";96,411.4;96,121.729;96,443.894;97,196.488;0.301;-0.034;-0.808;0.178;-0.058;-0.055;-0.334;-0.774"
2025-02-13T23:00:00.000-00:00,";96,608.14;96,210.168;96,449.76;97,190.634;0.414;0.164;-0.599;0.267;-0.032;-0.048;-0.248;-0.762"
2025-02-14T00:00:00.000-00:00,";96,750.83;96,308.47;96,460.513;97,186.258;0.459;0.301;-0.448;0.432;0.011;-0.036;-0.158;-0.747"
2025-02-14T01:00:00.000-00:00,";96,529.27;96,348.615;96,462.968;97,179.721;0.188;0.069;-0.669;0.403;0.02;-0.033;-0.119;-0.738"
2025-02-14T02:00:00.000-00:00,";96,528.47;96,381.316;96,465.308;97,173.241;0.153;0.065;-0.664;0.337;0.021;-0.032;-0.087;-0.729"
2025-02-14T03:00:00.000-00:00,";97,129.98;96,517.437;96,489.046;97,172.81;0.635;0.664;-0.044;0.412;0.047;-0.024;0.029;-0.704"
2025-02-14T04:00:00.000-00:00,";96,750;96,559.721;96,498.366;97,168.603;0.197;0.261;-0.431;0.363;0.05;-0.023;0.064;-0.69"
2025-02-14T05:00:00.000-00:00,";96,683.29;96,582.188;96,504.97;97,163.774;0.105;0.185;-0.495;0.284;0.046;-0.023;0.08;-0.678"
2025-02-14T06:00:00.000-00:00,";96,834.29;96,628.025;96,516.732;97,160.496;0.213;0.329;-0.336;0.29;0.056;-0.02;0.115;-0.663"
2025-02-14T07:00:00.000-00:00,";96,944.09;96,685.491;96,531.994;97,158.342;0.267;0.427;-0.221;0.316;0.069;-0.015;0.159;-0.645"
2025-02-14T08:00:00.000-00:00,";96,871.97;96,719.396;96,544.136;97,155.493;0.158;0.34;-0.292;0.209;0.057;-0.018;0.182;-0.629"
2025-02-14T09:00:00.000-00:00,";97,108.31;96,790.108;96,564.285;97,155.023;0.329;0.563;-0.048;0.239;0.068;-0.014;0.234;-0.608"
2025-02-14T10:00:00.000-00:00,";97,017.4;96,831.434;96,580.468;97,153.654;0.192;0.452;-0.14;0.258;0.078;-0.01;0.26;-0.59"
2025-02-14T11:00:00.000-00:00,";96,887.56;96,841.639;96,591.436;97,151.006;0.047;0.307;-0.271;0.221;0.077;-0.01;0.259;-0.576"
