Date,Message
2014-06-22T22:00:00.000-00:00,"date,close,ema10,ema55,ema200,dist_p10,dist_p55,dist_p200,slope10,slope55,slope200,dist_10_55,dist_55_200,ratio_armonico"
2014-06-22T22:00:00.000-00:00,"2014-06-22 22:00,3802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-06-23T22:00:00.000-00:00,"2014-06-23 22:00,3801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-06-24T22:00:00.000-00:00,"2014-06-24 22:00,3822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-06-25T22:00:00.000-00:00,"2014-06-25 22:00,3827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-06-26T22:00:00.000-00:00,"2014-06-26 22:00,3840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-06-29T22:00:00.000-00:00,"2014-06-29 22:00,3853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-06-30T22:00:00.000-00:00,"2014-06-30 22:00,3894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-07-01T22:00:00.000-00:00,"2014-07-01 22:00,3899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-07-02T22:00:00.000-00:00,"2014-07-02 22:00,3924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-07-03T22:00:00.000-00:00,"2014-07-03 22:00,3920,3858.2,NaN,NaN,1.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-07-06T22:00:00.000-00:00,"2014-07-06 22:00,3911,3867.8,NaN,NaN,1.117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-07-07T22:00:00.000-00:00,"2014-07-07 22:00,3867,3867.655,NaN,NaN,-0.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-07-08T22:00:00.000-00:00,"2014-07-08 22:00,3892,3872.081,NaN,NaN,0.514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-07-09T22:00:00.000-00:00,"2014-07-09 22:00,3878,3873.157,NaN,NaN,0.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN"
2014-07-10T22:00:00.000-00:00,"2014-07-10 22:00,3903,3878.583,NaN,NaN,0.63,NaN,NaN,0.528,NaN,NaN,NaN,NaN,NaN"
2014-07-13T22:00:00.000-00:00,"2014-07-13 22:00,3926,3887.204,NaN,NaN,0.998,NaN,NaN,0.502,NaN,NaN,NaN,NaN,NaN"
2014-07-14T22:00:00.000-00:00,"2014-07-14 22:00,3923,3893.713,NaN,NaN,0.752,NaN,NaN,0.674,NaN,NaN,NaN,NaN,NaN"
2014-07-15T22:00:00.000-00:00,"2014-07-15 22:00,3925,3899.401,NaN,NaN,0.656,NaN,NaN,0.706,NaN,NaN,NaN,NaN,NaN"
2014-07-16T22:00:00.000-00:00,"2014-07-16 22:00,3872,3894.419,NaN,NaN,-0.576,NaN,NaN,0.549,NaN,NaN,NaN,NaN,NaN"
2014-07-17T22:00:00.000-00:00,"2014-07-17 22:00,3935,3901.798,NaN,NaN,0.851,NaN,NaN,0.599,NaN,NaN,NaN,NaN,NaN"
2014-07-20T22:00:00.000-00:00,"2014-07-20 22:00,3929,3906.743,NaN,NaN,0.57,NaN,NaN,0.503,NaN,NaN,NaN,NaN,NaN"
2014-07-21T22:00:00.000-00:00,"2014-07-21 22:00,3949,3914.426,NaN,NaN,0.883,NaN,NaN,0.532,NaN,NaN,NaN,NaN,NaN"
2014-07-22T22:00:00.000-00:00,"2014-07-22 22:00,3982,3926.713,NaN,NaN,1.408,NaN,NaN,0.7,NaN,NaN,NaN,NaN,NaN"
2014-07-23T22:00:00.000-00:00,"2014-07-23 22:00,3971,3934.765,NaN,NaN,0.921,NaN,NaN,1.036,NaN,NaN,NaN,NaN,NaN"
2014-07-24T22:00:00.000-00:00,"2014-07-24 22:00,3960,3939.353,NaN,NaN,0.524,NaN,NaN,0.963,NaN,NaN,NaN,NaN,NaN"
2014-07-27T22:00:00.000-00:00,"2014-07-27 22:00,3964,3943.834,NaN,NaN,0.511,NaN,NaN,0.949,NaN,NaN,NaN,NaN,NaN"
2014-07-28T22:00:00.000-00:00,"2014-07-28 22:00,3963,3947.319,NaN,NaN,0.397,NaN,NaN,0.84,NaN,NaN,NaN,NaN,NaN"
2014-07-29T22:00:00.000-00:00,"2014-07-29 22:00,3974,3952.17,NaN,NaN,0.552,NaN,NaN,0.648,NaN,NaN,NaN,NaN,NaN"
2014-07-30T22:00:00.000-00:00,"2014-07-30 22:00,3893,3941.412,NaN,NaN,-1.228,NaN,NaN,0.169,NaN,NaN,NaN,NaN,NaN"
2014-07-31T22:00:00.000-00:00,"2014-07-31 22:00,3879,3930.064,NaN,NaN,-1.299,NaN,NaN,-0.236,NaN,NaN,NaN,NaN,NaN"
2014-08-03T22:00:00.000-00:00,"2014-08-03 22:00,3902,3924.962,NaN,NaN,-0.585,NaN,NaN,-0.479,NaN,NaN,NaN,NaN,NaN"
2014-08-04T22:00:00.000-00:00,"2014-08-04 22:00,3880,3916.787,NaN,NaN,-0.939,NaN,NaN,-0.773,NaN,NaN,NaN,NaN,NaN"
2014-08-05T22:00:00.000-00:00,"2014-08-05 22:00,3875,3909.189,NaN,NaN,-0.875,NaN,NaN,-1.088,NaN,NaN,NaN,NaN,NaN"
2014-08-06T22:00:00.000-00:00,"2014-08-06 22:00,3860,3900.246,NaN,NaN,-1.032,NaN,NaN,-1.044,NaN,NaN,NaN,NaN,NaN"
2014-08-07T22:00:00.000-00:00,"2014-08-07 22:00,3880,3896.565,NaN,NaN,-0.425,NaN,NaN,-0.852,NaN,NaN,NaN,NaN,NaN"
2014-08-10T22:00:00.000-00:00,"2014-08-10 22:00,3913,3899.553,NaN,NaN,0.345,NaN,NaN,-0.647,NaN,NaN,NaN,NaN,NaN"
2014-08-11T22:00:00.000-00:00,"2014-08-11 22:00,3910,3901.452,NaN,NaN,0.219,NaN,NaN,-0.392,NaN,NaN,NaN,NaN,NaN"
2014-08-12T22:00:00.000-00:00,"2014-08-12 22:00,3951,3910.461,NaN,NaN,1.037,NaN,NaN,0.033,NaN,NaN,NaN,NaN,NaN"
2014-08-13T22:00:00.000-00:00,"2014-08-13 22:00,3975,3922.195,NaN,NaN,1.346,NaN,NaN,0.563,NaN,NaN,NaN,NaN,NaN"
2014-08-14T22:00:00.000-00:00,"2014-08-14 22:00,3988,3934.16,NaN,NaN,1.369,NaN,NaN,0.965,NaN,NaN,NaN,NaN,NaN"
2014-08-17T22:00:00.000-00:00,"2014-08-17 22:00,4017,3949.222,NaN,NaN,1.716,NaN,NaN,1.274,NaN,NaN,NaN,NaN,NaN"
2014-08-18T22:00:00.000-00:00,"2014-08-18 22:00,4036,3965,NaN,NaN,1.791,NaN,NaN,1.629,NaN,NaN,NaN,NaN,NaN"
2014-08-19T22:00:00.000-00:00,"2014-08-19 22:00,4041,3978.818,NaN,NaN,1.563,NaN,NaN,1.748,NaN,NaN,NaN,NaN,NaN"
2014-08-20T22:00:00.000-00:00,"2014-08-20 22:00,4050,3991.76,NaN,NaN,1.459,NaN,NaN,1.774,NaN,NaN,NaN,NaN,NaN"
2014-08-21T22:00:00.000-00:00,"2014-08-21 22:00,4056,4003.44,NaN,NaN,1.313,NaN,NaN,1.761,NaN,NaN,NaN,NaN,NaN"
2014-08-24T22:00:00.000-00:00,"2014-08-24 22:00,4063,4014.269,NaN,NaN,1.214,NaN,NaN,1.647,NaN,NaN,NaN,NaN,NaN"
2014-08-25T22:00:00.000-00:00,"2014-08-25 22:00,4073,4024.947,NaN,NaN,1.194,NaN,NaN,1.512,NaN,NaN,NaN,NaN,NaN"
2014-08-26T22:00:00.000-00:00,"2014-08-26 22:00,4073,4033.684,NaN,NaN,0.975,NaN,NaN,1.379,NaN,NaN,NaN,NaN,NaN"
2014-08-27T22:00:00.000-00:00,"2014-08-27 22:00,4074,4041.014,NaN,NaN,0.816,NaN,NaN,1.234,NaN,NaN,NaN,NaN,NaN"
2014-08-28T22:00:00.000-00:00,"2014-08-28 22:00,4081,4048.285,NaN,NaN,0.808,NaN,NaN,1.12,NaN,NaN,NaN,NaN,NaN"
2014-08-31T22:00:00.000-00:00,"2014-08-31 22:00,4083,4054.596,NaN,NaN,0.701,NaN,NaN,1.005,NaN,NaN,NaN,NaN,NaN"
2014-09-01T22:00:00.000-00:00,"2014-09-01 22:00,4093,4061.579,NaN,NaN,0.774,NaN,NaN,0.91,NaN,NaN,NaN,NaN,NaN"
2014-09-02T22:00:00.000-00:00,"2014-09-02 22:00,4071,4063.292,NaN,NaN,0.19,NaN,NaN,0.734,NaN,NaN,NaN,NaN,NaN"
2014-09-03T22:00:00.000-00:00,"2014-09-03 22:00,4072,4064.875,NaN,NaN,0.175,NaN,NaN,0.59,NaN,NaN,NaN,NaN,NaN"
2014-09-04T22:00:00.000-00:00,"2014-09-04 22:00,4086,4068.716,3948.745,NaN,0.425,3.476,NaN,0.505,NaN,NaN,3.038,NaN,NaN"
2014-09-07T22:00:00.000-00:00,"2014-09-07 22:00,4094,4073.313,3953.933,NaN,0.508,3.542,NaN,0.462,NaN,NaN,3.019,NaN,NaN"
2014-09-08T22:00:00.000-00:00,"2014-09-08 22:00,4064,4071.62,3957.864,NaN,-0.187,2.682,NaN,0.247,NaN,NaN,2.874,NaN,NaN"
2014-09-09T22:00:00.000-00:00,"2014-09-09 22:00,4093,4075.507,3962.69,NaN,0.429,3.288,NaN,0.301,NaN,NaN,2.847,NaN,NaN"
2014-09-10T22:00:00.000-00:00,"2014-09-10 22:00,4095,4079.051,3967.416,NaN,0.391,3.216,NaN,0.349,NaN,NaN,2.814,NaN,NaN"
2014-09-11T22:00:00.000-00:00,"2014-09-11 22:00,4069,4077.224,3971.044,NaN,-0.202,2.467,NaN,0.209,0.565,NaN,2.674,NaN,NaN"
2014-09-14T22:00:00.000-00:00,"2014-09-14 22:00,4033,4069.183,3973.256,NaN,-0.889,1.504,NaN,-0.101,0.489,NaN,2.414,NaN,NaN"
2014-09-15T22:00:00.000-00:00,"2014-09-15 22:00,4066,4068.604,3976.569,NaN,-0.064,2.249,NaN,-0.074,0.473,NaN,2.314,NaN,NaN"
2014-09-16T22:00:00.000-00:00,"2014-09-16 22:00,4073,4069.404,3980.013,NaN,0.088,2.336,NaN,-0.15,0.437,NaN,2.246,NaN,NaN"
2014-09-17T22:00:00.000-00:00,"2014-09-17 22:00,4105,4075.876,3984.477,NaN,0.715,3.025,NaN,-0.078,0.43,NaN,2.294,NaN,NaN"
2014-09-18T22:00:00.000-00:00,"2014-09-18 22:00,4098,4079.898,3988.531,NaN,0.444,2.745,NaN,0.066,0.44,NaN,2.291,NaN,NaN"
2014-09-21T22:00:00.000-00:00,"2014-09-21 22:00,4056,4075.553,3990.941,NaN,-0.48,1.63,NaN,0.157,0.445,NaN,2.12,NaN,NaN"
2014-09-22T22:00:00.000-00:00,"2014-09-22 22:00,4035,4068.18,3992.514,NaN,-0.816,1.064,NaN,-0.01,0.401,NaN,1.895,NaN,NaN"
2014-09-23T22:00:00.000-00:00,"2014-09-23 22:00,4093,4072.693,3996.103,NaN,0.499,2.425,NaN,0.081,0.404,NaN,1.917,NaN,NaN"
2014-09-24T22:00:00.000-00:00,"2014-09-24 22:00,4012,4061.658,3996.671,NaN,-1.223,0.384,NaN,-0.349,0.306,NaN,1.626,NaN,NaN"
2014-09-25T22:00:00.000-00:00,"2014-09-25 22:00,4053,4060.083,3998.682,NaN,-0.174,1.358,NaN,-0.486,0.255,NaN,1.536,NaN,NaN"
2014-09-28T22:00:00.000-00:00,"2014-09-28 22:00,4040,4056.432,4000.158,NaN,-0.405,0.996,NaN,-0.469,0.231,NaN,1.407,NaN,NaN"
2014-09-29T22:00:00.000-00:00,"2014-09-29 22:00,4043,4053.99,4001.688,NaN,-0.271,1.032,NaN,-0.349,0.23,NaN,1.307,NaN,NaN"
