start_idx,duration,arrival_velocity,arrival_accel,h_during,energy_slope,outcome,impact_type,dynamics_type
438,4,0.27404848484848476,-0.06999999999999998,0.5,0.0,-3.966,VIOLENTO,TRANSITORIO
456,4,-0.45761212121212125,0.07550000000000007,0.5,0.0,1.53,VIOLENTO,TRANSITORIO
461,4,0.39670909090909084,-0.18137500000000004,0.5,0.0,1.186,VIOLENTO,TRANSITORIO
477,4,-0.21946060606060602,0.24187500000000003,0.5,0.0,-0.646,VIOLENTO,TRANSITORIO
506,3,0.887133333333333,0.57025,0.5,0.0,0.72,VIOLENTO,TRANSITORIO
510,3,0.2795151515151515,-0.168375,0.5,0.0,-2.076,VIOLENTO,TRANSITORIO
518,4,0.531339393939394,0.10299999999999992,0.5,0.0,-2.974,VIOLENTO,TRANSITORIO
523,3,-0.48672121212121194,-0.316,0.5,0.0,-1.178,VIOLENTO,TRANSITORIO
538,3,0.1595818181818181,-0.07937499999999997,0.5,0.0,-0.811,VIOLENTO,TRANSITORIO
582,4,-0.05933333333333334,0.07962500000000003,0.5,0.0,-1.283,LENTO,TRANSITORIO
607,4,-0.054539393939393783,-0.291875,0.5,0.0,1.415,LENTO,TRANSITORIO
622,6,-0.02352121212121204,-0.19912500000000002,0.5,-0.07019050133481296,1.457,LENTO,TRANSITORIO
654,6,0.15682424242424245,0.10462500000000002,0.5,0.02207972058762778,1.112,LENTO,TRANSITORIO
664,5,-0.1499212121212121,0.2538750000000001,0.5,0.0,0.462,LENTO,TRANSITORIO
670,4,0.11812727272727265,0.09187500000000004,0.5,0.0,-0.361,LENTO,TRANSITORIO
711,5,0.1916000000000001,-0.375,0.5,0.0,0.831,VIOLENTO,TRANSITORIO
717,3,0.21787272727272722,0.24912500000000007,0.5,0.0,1.339,VIOLENTO,TRANSITORIO
746,5,-0.1871878787878788,0.27775000000000005,0.5,0.0,-0.787,VIOLENTO,TRANSITORIO
753,5,0.17345454545454542,0.15200000000000002,0.5,0.0,-0.86,VIOLENTO,TRANSITORIO
774,3,0.025581818181818195,-0.09875000000000002,0.5,0.0,-4.188,LENTO,TRANSITORIO
856,3,0.038884848484848536,-0.06312500000000001,0.5,0.0,0.193,LENTO,TRANSITORIO
882,3,-0.626981818181818,-0.0621249999999999,0.5,0.0,0.995,VIOLENTO,TRANSITORIO
898,4,-0.3461393939393938,0.03662499999999996,0.5,0.0,-1.161,VIOLENTO,TRANSITORIO
923,3,0.09029090909090905,0.2375,0.5,0.0,2.178,LENTO,TRANSITORIO
945,3,-0.2725696969696969,0.07687499999999997,0.5,0.0,-2.233,VIOLENTO,TRANSITORIO
1001,7,0.15961212121212132,-0.431625,0.5,0.003931643768701546,7.9,VIOLENTO,TRANSITORIO
1028,5,-0.5359454545454543,0.030250000000000027,0.5,0.0,-4.265,VIOLENTO,TRANSITORIO
1063,3,0.32443636363636363,0.21799999999999986,0.5,0.0,-2.424,VIOLENTO,TRANSITORIO
1079,3,-0.7501272727272729,0.041624999999999995,0.5,0.0,-0.027,VIOLENTO,TRANSITORIO
1083,9,0.2816363636363636,-0.08387500000000006,0.5,-0.02007716874061506,1.826,VIOLENTO,TRANSITORIO
1120,3,-0.27704848484848477,0.03599999999999999,0.5,0.0,0.526,VIOLENTO,TRANSITORIO
1140,3,-0.2624666666666667,0.08387499999999998,0.5,0.0,-0.088,VIOLENTO,TRANSITORIO
1150,3,0.19568484848484846,0.004750000000000018,0.5,0.0,1.423,VIOLENTO,TRANSITORIO
1191,10,-0.25858787878787887,0.05100000000000002,0.5,-0.010299073384518064,0.942,VIOLENTO,TRANSITORIO
1212,3,0.5033999999999997,-0.06624999999999998,0.5,0.0,-0.118,VIOLENTO,TRANSITORIO
1216,9,-0.04430303030303017,-0.42587500000000006,0.5,-0.014643886076943438,-1.581,LENTO,TRANSITORIO
1257,5,-0.0542000000000001,0.1955,0.5,0.0,-1.552,LENTO,TRANSITORIO
1275,3,0.07843030303030282,0.09049999999999991,0.5,0.0,-1.166,LENTO,TRANSITORIO
1288,9,-0.2883878787878786,-0.30587499999999995,0.5,-0.012527393528249949,-0.855,VIOLENTO,TRANSITORIO
1298,7,0.01158181818181819,-0.11062499999999997,0.5,0.018493524185213616,0.898,LENTO,TRANSITORIO
1321,3,-0.001945454545454605,0.23950000000000005,0.5,0.0,-3.233,LENTO,TRANSITORIO
1342,5,0.20292727272727268,0.19387500000000005,0.5,0.0,1.119,VIOLENTO,TRANSITORIO
1361,7,-0.522363636363636,-0.2155,0.5,0.05627608707676164,-1.113,VIOLENTO,TRANSITORIO
1371,3,0.15146666666666664,0.15975000000000006,0.5,0.0,-2.315,LENTO,TRANSITORIO
1394,5,0.21224848484848483,0.03612500000000002,0.5,0.0,1.669,VIOLENTO,TRANSITORIO
1422,3,0.3763272727272727,-0.10700000000000001,0.5,0.0,-3.202,VIOLENTO,TRANSITORIO
1482,3,-0.15881212121212118,-0.26412499999999994,0.5,0.0,0.183,VIOLENTO,TRANSITORIO
1505,7,-0.47069696969696967,0.25962499999999994,0.5,-0.09718834767624346,-2.216,VIOLENTO,TRANSITORIO
1525,3,-0.39850303030303036,0.061749999999999916,0.5,0.0,-0.41,VIOLENTO,TRANSITORIO
1531,3,0.24584848484848487,-0.21912500000000007,0.5,0.0,-1.051,VIOLENTO,TRANSITORIO
1549,5,0.07078787878787872,0.030999999999999986,0.5,0.0,4.482,LENTO,TRANSITORIO
1578,6,-0.5569272727272727,0.11774999999999991,0.5,-0.08814059288727073,0.151,VIOLENTO,TRANSITORIO
1589,8,-0.16293939393939388,-0.06875000000000009,0.5,-0.03989046693204717,-3.676,VIOLENTO,TRANSITORIO
1613,9,-0.14924848484848485,-0.32725000000000004,0.5,0.007413950209987335,-0.835,LENTO,TRANSITORIO
1623,4,-0.05415151515151516,-0.034125000000000016,0.5,0.0,-4.101,LENTO,TRANSITORIO
1688,3,0.7881696969696972,-0.1963749999999999,0.5,0.0,-1.366,VIOLENTO,TRANSITORIO
1726,3,-0.09833939393939395,0.09050000000000002,0.5,0.0,-1.655,LENTO,TRANSITORIO
1759,5,-0.1687757575757576,0.201875,0.5,0.0,3.135,VIOLENTO,TRANSITORIO
1797,7,0.03704848484848497,-0.146125,0.5,-0.035017364769666263,-1.708,LENTO,TRANSITORIO
1839,4,0.19267272727272727,0.29112499999999997,0.5,0.0,0.885,VIOLENTO,TRANSITORIO
1858,3,0.30351515151515135,0.5627500000000001,0.5,0.0,-1.734,VIOLENTO,TRANSITORIO
1874,4,-0.6895515151515149,0.16075,0.5,0.0,-0.595,VIOLENTO,TRANSITORIO
1923,3,-0.28171515151515136,-0.11224999999999999,0.5,0.0,-1.774,VIOLENTO,TRANSITORIO
1928,7,-0.14493333333333336,0.2835,0.5,-0.1063892780019812,-1.14,LENTO,TRANSITORIO
1966,5,0.201030303030303,0.13974999999999999,0.5,0.0,3.177,VIOLENTO,TRANSITORIO
1972,6,-0.09864242424242425,0.11362499999999999,0.5,0.020875939825912213,-1.924,LENTO,TRANSITORIO
2000,4,0.43589090909090905,-0.23725000000000002,0.5,0.0,0.308,VIOLENTO,TRANSITORIO
2056,7,0.5063878787878787,0.011874999999999941,0.5,-0.07666398073349402,0.623,VIOLENTO,TRANSITORIO
2067,3,-0.1025515151515151,-0.311875,0.5,0.0,-0.424,LENTO,TRANSITORIO
2083,4,0.08186060606060602,0.10337499999999997,0.5,0.0,-2.122,LENTO,TRANSITORIO
2119,4,-0.05346060606060609,0.04525000000000001,0.5,0.0,-0.847,LENTO,TRANSITORIO
2142,3,0.013745454545454562,-0.103375,0.5,0.0,0.409,LENTO,TRANSITORIO
2164,6,0.1272424242424241,0.23312500000000008,0.5,0.03301726298469787,1.402,LENTO,TRANSITORIO
2217,5,0.061157575757575675,0.011500000000000038,0.5,0.0,-4.848,LENTO,TRANSITORIO
2224,3,0.19664242424242417,0.13687499999999997,0.5,0.0,0.118,VIOLENTO,TRANSITORIO
2236,4,0.11543636363636355,0.03700000000000002,0.5,0.0,-0.018,LENTO,TRANSITORIO
2244,3,-0.26034545454545455,-0.008874999999999994,0.5,0.0,-1.335,VIOLENTO,TRANSITORIO
2260,5,-0.19568484848484843,0.44175,0.5,0.0,-0.344,VIOLENTO,TRANSITORIO
2266,4,0.131739393939394,-0.050624999999999976,0.5,0.0,3.962,LENTO,TRANSITORIO
2289,10,-0.31125454545454556,0.06937499999999999,0.5,-0.03384024228103674,-0.223,VIOLENTO,TRANSITORIO
2300,3,0.04241212121212116,0.26475000000000004,0.5,0.0,-0.097,LENTO,TRANSITORIO
2328,3,0.030793939393939422,-0.027874999999999983,0.5,0.0,-0.145,LENTO,TRANSITORIO
2352,5,0.11952121212121211,-0.040374999999999994,0.5,0.0,-0.913,LENTO,TRANSITORIO
2369,5,0.05398787878787874,0.01849999999999999,0.5,0.0,-0.092,LENTO,TRANSITORIO
2386,4,-0.03449696969696958,-0.12012499999999998,0.5,0.0,0.381,LENTO,TRANSITORIO
2392,4,-0.09552121212121217,0.14525000000000005,0.5,0.0,1.039,LENTO,TRANSITORIO
2397,3,0.11794545454545452,0.10550000000000001,0.5,0.0,-0.378,LENTO,TRANSITORIO
2417,3,-0.008963636363636358,0.046750000000000014,0.5,0.0,0.135,LENTO,TRANSITORIO
2427,4,0.02864848484848483,-0.037125000000000005,0.5,0.0,0.413,LENTO,TRANSITORIO
2432,6,0.0970909090909091,0.028375000000000025,0.5,0.0006093860822127636,-0.11,LENTO,TRANSITORIO
2443,6,0.0637151515151515,0.05999999999999997,0.5,-0.00262869254819273,1.589,LENTO,TRANSITORIO
2460,3,-0.17282424242424246,0.126125,0.5,0.0,0.58,VIOLENTO,TRANSITORIO
2478,4,-0.06121212121212119,0.06074999999999997,0.5,0.0,-0.411,LENTO,TRANSITORIO
2487,4,-0.11686666666666665,0.06049999999999997,0.5,0.0,-0.276,LENTO,TRANSITORIO
2518,5,-0.09565454545454538,-0.15925,0.5,0.0,-3.443,LENTO,TRANSITORIO
2545,6,-0.0400787878787879,-0.12249999999999994,0.5,-0.11648428798698296,-0.199,LENTO,TRANSITORIO
2553,9,0.1548242424242425,0.16249999999999987,0.5,-0.059303529160092044,0.228,LENTO,TRANSITORIO
2591,6,0.21862424242424244,-0.02550000000000001,0.5,-0.04611949067051642,-0.247,VIOLENTO,TRANSITORIO
2598,5,-0.09181818181818178,-0.055625,0.5,0.0,-2.924,LENTO,TRANSITORIO
2627,11,-0.016981818181818202,0.11787499999999998,0.5,-0.037778315949175335,0.201,LENTO,TRANSITORIO
2639,3,-0.0029212121212121257,0.058124999999999996,0.5,0.0,-1.186,LENTO,TRANSITORIO
2644,3,-0.041599999999999984,0.0012499999999999942,0.5,0.0,-0.052,LENTO,TRANSITORIO
2659,3,0.232981818181818,0.14525000000000002,0.5,0.0,0.173,VIOLENTO,TRANSITORIO
2671,8,-0.020163636363636384,-0.24500000000000002,0.5,0.007028885658103883,-0.072,LENTO,TRANSITORIO
2680,5,-0.016127272727272764,0.15675,0.5,0.0,1.025,LENTO,TRANSITORIO
2686,3,-0.061309090909090896,0.0016249999999999945,0.5,0.0,-0.303,LENTO,TRANSITORIO
2709,5,-0.06549696969696968,0.003249999999999996,0.5,0.0,0.14,LENTO,TRANSITORIO
2720,5,0.12477575757575758,-0.05612499999999999,0.5,0.0,-1.091,LENTO,TRANSITORIO
2726,7,-0.09104848484848486,0.036250000000000004,0.5,-0.016654738309236503,1.621,LENTO,TRANSITORIO
2750,5,0.10684848484848491,0.10812500000000003,0.5,0.0,-2.29,LENTO,TRANSITORIO
2774,6,0.1867515151515152,-0.09762500000000002,0.5,0.015067580182995468,0.05,VIOLENTO,TRANSITORIO
2793,4,-0.10819393939393933,-0.059750000000000004,0.5,0.0,0.148,LENTO,TRANSITORIO
2802,3,0.0285939393939394,-0.04299999999999998,0.5,0.0,-0.034,LENTO,TRANSITORIO
2806,9,0.05555151515151515,0.07800000000000003,0.5,-0.01195947787732314,0.124,LENTO,TRANSITORIO
2838,5,0.017884848484848472,-0.016124999999999987,0.5,0.0,-0.005,LENTO,TRANSITORIO
2848,5,-0.003878787878787878,0.04175000000000001,0.5,0.0,0.598,LENTO,TRANSITORIO
2878,3,0.05224848484848485,0.028499999999999984,0.5,0.0,0.463,LENTO,TRANSITORIO
2949,5,-0.04028484848484843,0.17750000000000007,0.5,0.0,-0.637,LENTO,TRANSITORIO
2982,10,-0.3216121212121212,-0.4783750000000001,0.5,-0.008544933148774891,-0.677,VIOLENTO,TRANSITORIO
2994,3,0.08449696969696967,-0.02299999999999999,0.5,0.0,0.417,LENTO,TRANSITORIO
3017,5,0.027018181818181816,-0.031500000000000056,0.5,0.0,-0.847,LENTO,TRANSITORIO
3037,7,-0.25282424242424245,0.01187500000000001,0.5,-0.0252508156237022,-0.412,VIOLENTO,TRANSITORIO
3051,5,0.1635090909090909,-0.04525000000000001,0.5,0.0,-0.071,VIOLENTO,TRANSITORIO
3060,7,-0.0887757575757576,0.16099999999999998,0.5,-0.016490842791731183,-0.421,LENTO,TRANSITORIO
3077,3,0.10717575757575745,0.14137499999999997,0.5,0.0,-0.9,LENTO,TRANSITORIO
3105,5,0.18430909090909087,0.018125000000000016,0.5,0.0,0.134,VIOLENTO,TRANSITORIO
3111,3,0.1550363636363636,-0.007375,0.5,0.0,1.2,LENTO,TRANSITORIO
3117,3,-0.13427878787878783,-0.0007499999999999937,0.5,0.0,6.88,LENTO,TRANSITORIO
3136,4,-0.19319393939393908,-0.783125,0.5,0.0,0.279,VIOLENTO,TRANSITORIO
3143,8,-0.10413939393939414,0.17737500000000006,0.5,-0.07633281577375763,0.695,LENTO,TRANSITORIO
3189,5,-0.02593333333333338,-0.02099999999999999,0.5,0.0,-0.645,LENTO,TRANSITORIO
3200,3,0.07008484848484849,0.077875,0.5,0.0,-0.585,LENTO,TRANSITORIO
3231,10,0.26209090909090904,-0.07487500000000001,0.5,-0.016824839767407063,-0.614,VIOLENTO,TRANSITORIO
3242,4,0.0394060606060606,0.083,0.5,0.0,-1.67,LENTO,TRANSITORIO
3272,6,0.5349575757575755,-0.058124999999999954,0.5,-0.04780883010888464,4.562,VIOLENTO,TRANSITORIO
3294,10,-0.7101393939393937,0.31437499999999996,0.5,0.027872722098264992,1.633,VIOLENTO,TRANSITORIO
3325,5,0.18002424242424242,-0.16112500000000005,0.5,0.0,-1.759,VIOLENTO,TRANSITORIO
3346,5,0.2773939393939392,-0.22637500000000005,0.5,0.0,0.889,VIOLENTO,TRANSITORIO
3357,3,-0.16218181818181818,-0.07700000000000004,0.5,0.0,-1.153,VIOLENTO,TRANSITORIO
3395,8,0.17855151515151507,0.12662500000000002,0.5,-0.0018979800071237645,-0.606,VIOLENTO,TRANSITORIO
3422,3,0.06044242424242428,-0.28400000000000003,0.5,0.0,-0.268,LENTO,TRANSITORIO
3427,4,-0.19408484848484844,-0.09975,0.5,0.0,-0.222,VIOLENTO,TRANSITORIO
3433,4,-0.005090909090909094,0.02599999999999999,0.5,0.0,0.554,LENTO,TRANSITORIO
3462,6,-0.34231515151515124,-0.09312500000000004,0.5,-0.012607215353783039,0.242,VIOLENTO,TRANSITORIO
3476,14,-0.0065333333333332695,-0.202625,0.5,-0.008422294080540295,0.926,LENTO,PERSISTENTE
3526,3,0.264751515151515,0.049625,0.5,0.0,-0.479,VIOLENTO,TRANSITORIO
3558,13,0.21068484848484856,-0.22912500000000002,0.5,-0.017335985438280157,-1.434,VIOLENTO,PERSISTENTE
3586,3,0.37912727272727265,0.06387499999999999,0.5,0.0,1.037,VIOLENTO,TRANSITORIO
3595,3,0.13079393939393935,0.07725000000000004,0.5,0.0,-1.908,LENTO,TRANSITORIO
3611,4,-0.28711515151515143,-0.049750000000000016,0.5,0.0,-0.777,VIOLENTO,TRANSITORIO
3645,10,-0.10621818181818182,0.09399999999999999,0.5,-0.005115145323862081,-0.163,LENTO,TRANSITORIO
3685,7,-0.2205212121212121,0.05512499999999999,0.5,-0.035310464572242434,-0.072,VIOLENTO,TRANSITORIO
3701,5,-0.14161818181818178,-0.06624999999999998,0.5,0.0,-1.965,LENTO,TRANSITORIO
3722,5,0.04130303030303027,0.0027499999999999886,0.5,0.0,1.487,LENTO,TRANSITORIO
3731,4,0.11704848484848486,-0.103375,0.5,0.0,1.282,LENTO,TRANSITORIO
3751,4,-0.22423636363636362,0.21025,0.5,0.0,-0.6,VIOLENTO,TRANSITORIO
3766,4,0.11631515151515148,0.031250000000000014,0.5,0.0,0.094,LENTO,TRANSITORIO
3772,3,0.16515757575757575,-0.030249999999999985,0.5,0.0,-0.926,VIOLENTO,TRANSITORIO
3776,6,0.012115151515151527,0.04775000000000003,0.5,-0.002826949998209741,-1.844,LENTO,TRANSITORIO
3799,15,0.5281757575757576,-0.040874999999999995,0.5,-0.030847378289106765,-0.449,VIOLENTO,PERSISTENTE
3825,7,0.27461212121212125,0.033125000000000016,0.5,-0.023923585964335133,0.136,VIOLENTO,TRANSITORIO
3836,6,0.045157575757575785,-0.20087499999999997,0.5,0.009466009478610012,0.311,LENTO,TRANSITORIO
3850,3,0.018527272727272625,0.048625,0.5,0.0,0.857,LENTO,TRANSITORIO
3868,4,-0.13989090909090907,-0.06249999999999996,0.5,0.0,4.054,LENTO,TRANSITORIO
3899,5,0.06323636363636365,-0.11174999999999997,0.5,0.0,-0.096,LENTO,TRANSITORIO
3905,5,-0.30205454545454546,0.28075,0.5,0.0,0.131,VIOLENTO,TRANSITORIO
3911,3,-0.0876363636363636,-0.13075000000000003,0.5,0.0,-0.885,LENTO,TRANSITORIO
3939,13,-0.1009575757575757,0.026499999999999968,0.5,-0.010572752819686454,0.052,LENTO,PERSISTENTE
3979,7,-0.12281818181818178,0.05687499999999998,0.5,0.014372606552429308,-0.32,LENTO,TRANSITORIO
3987,6,0.033212121212121234,-0.09,0.5,-0.0016582908162104172,-0.004,LENTO,TRANSITORIO
4031,7,0.05904848484848479,0.36237500000000006,0.5,-0.024784402664147363,-0.364,LENTO,TRANSITORIO
4049,4,0.03205454545454542,0.167875,0.5,0.0,-0.338,LENTO,TRANSITORIO
4063,8,-0.0651090909090909,-0.004375000000000018,0.5,0.007113739993454014,-1.71,LENTO,TRANSITORIO
4072,4,-0.0009878787878787724,-0.048375000000000015,0.5,0.0,-0.771,LENTO,TRANSITORIO
4088,6,0.03990909090909086,-0.01899999999999999,0.5,-0.004383938554232583,-0.422,LENTO,TRANSITORIO
4095,3,0.11040000000000003,0.009500000000000007,0.5,0.0,0.081,LENTO,TRANSITORIO
4109,4,0.07109090909090907,0.058375000000000024,0.5,0.0,0.219,LENTO,TRANSITORIO
4114,4,-0.002987878787878766,-0.0645,0.5,0.0,-0.741,LENTO,TRANSITORIO
4140,8,-0.23066060606060598,-0.17837500000000003,0.5,-0.017758200715338082,0.008,VIOLENTO,TRANSITORIO
4154,5,-0.022248484848484847,-0.01887500000000001,0.5,0.0,0.28,LENTO,TRANSITORIO
4179,20,-0.08316969696969687,-0.212125,0.5,-0.01053140974819683,-0.215,LENTO,PERSISTENTE
4209,3,0.027030303030303036,-0.09312499999999999,0.5,0.0,-1.36,LENTO,TRANSITORIO
4237,18,0.40467272727272713,0.0045000000000000595,0.5,-0.02275502663732108,0.773,VIOLENTO,PERSISTENTE
4275,10,-0.08865454545454547,0.060749999999999985,0.5,0.0032269364507088202,0.094,LENTO,TRANSITORIO
4303,6,0.24253939393939394,-0.05475000000000001,0.5,-0.01260695807066531,-1.048,VIOLENTO,TRANSITORIO
4320,13,0.22607272727272723,0.04162500000000001,0.5,-0.011433115599513249,-0.028,VIOLENTO,PERSISTENTE
4358,10,0.0020909090909090877,0.05025000000000002,0.5,-0.00381067527713932,-1.226,LENTO,TRANSITORIO
4383,3,0.3341696969696968,-0.010000000000000009,0.5,0.0,0.529,VIOLENTO,TRANSITORIO
4403,11,-0.12867878787878784,0.03587499999999998,0.5,-0.0008215160841537184,1.63,LENTO,TRANSITORIO
4418,4,0.19297575757575758,-0.0021250000000000054,0.5,0.0,0.177,VIOLENTO,TRANSITORIO
4426,4,-0.047006060606060614,0.011499999999999969,0.5,0.0,-0.31,LENTO,TRANSITORIO
4431,3,-0.13659999999999997,-0.2465,0.5,0.0,-0.322,LENTO,TRANSITORIO
4439,3,-0.1240181818181818,0.144625,0.5,0.0,-0.113,LENTO,TRANSITORIO
4445,9,0.08839393939393939,-0.045375,0.5,-0.00918103650373592,-0.169,LENTO,TRANSITORIO
4460,5,-0.0942121212121212,0.08862499999999998,0.5,0.0,0.127,LENTO,TRANSITORIO
4466,4,0.08807878787878785,-0.091125,0.5,0.0,1.26,LENTO,TRANSITORIO
4471,4,0.09108484848484845,0.182875,0.5,0.0,0.227,LENTO,TRANSITORIO
4483,7,0.10133939393939397,-0.11000000000000001,0.5,0.01286113538609057,2.736,LENTO,TRANSITORIO
4504,3,-0.05772121212121209,-0.16150000000000003,0.5,0.0,0.269,LENTO,TRANSITORIO
4509,6,-0.3805393939393939,0.10012500000000005,0.5,-0.01576763930801909,0.579,VIOLENTO,TRANSITORIO
4516,4,0.14750303030303025,0.12287500000000001,0.5,0.0,0.324,LENTO,TRANSITORIO
4537,4,-0.06405454545454543,-0.008750000000000015,0.5,0.0,-0.613,LENTO,TRANSITORIO
4574,6,0.048933333333333336,-0.016249999999999994,0.5,0.0030230000190169973,1.678,LENTO,TRANSITORIO
4596,7,-0.25275757575757585,0.035500000000000004,0.5,0.010213936740466554,1.011,VIOLENTO,TRANSITORIO
4644,8,-0.12828484848484842,-0.059250000000000025,0.5,-0.01603562459880188,0.044,LENTO,TRANSITORIO
4653,9,-0.10320606060606065,0.10374999999999998,0.5,-0.021014348972524608,0.185,LENTO,TRANSITORIO
4678,3,-0.030503030303030323,0.02337499999999998,0.5,0.0,-0.576,LENTO,TRANSITORIO
4693,8,-0.4032060606060607,-0.030500000000000027,0.5,-0.049986574553752064,0.655,VIOLENTO,TRANSITORIO
4705,5,0.08944242424242423,-0.034125,0.5,0.0,0.947,LENTO,TRANSITORIO
4711,3,-0.08717575757575757,0.05474999999999999,0.5,0.0,0.145,LENTO,TRANSITORIO
4739,3,-0.0696242424242425,0.15700000000000003,0.5,0.0,-0.164,LENTO,TRANSITORIO
4743,7,-0.09556969696969692,-0.15237500000000004,0.5,0.00047429560402165237,-1.168,LENTO,TRANSITORIO
4774,3,-0.40702424242424234,0.08325000000000005,0.5,0.0,0.017,VIOLENTO,TRANSITORIO
4778,12,-0.2546787878787879,-0.037374999999999936,0.5,-0.0183710079274143,0.093,VIOLENTO,TRANSITORIO
4813,4,0.3983515151515152,-0.26812500000000006,0.5,0.0,0.349,VIOLENTO,TRANSITORIO
4827,4,-0.1263030303030303,-0.013750000000000026,0.5,0.0,-0.194,LENTO,TRANSITORIO
4839,4,-0.12717575757575758,0.100875,0.5,0.0,0.558,LENTO,TRANSITORIO
4849,3,0.16272121212121207,0.008500000000000008,0.5,0.0,0.832,VIOLENTO,TRANSITORIO
4897,7,-0.40295151515151517,-0.002250000000000002,0.5,0.0021265063499206135,0.218,VIOLENTO,TRANSITORIO
4910,8,0.058115151515151536,0.09875,0.5,-0.010891862702738777,-1.333,LENTO,TRANSITORIO
4942,3,0.03507878787878798,-0.298875,0.5,0.0,-0.841,LENTO,TRANSITORIO
4948,6,-0.3042121212121212,0.22525,0.5,0.030698033085463563,-0.618,VIOLENTO,TRANSITORIO
4969,4,0.5038727272727271,-0.023249999999999993,0.5,0.0,0.184,VIOLENTO,TRANSITORIO
4985,4,-0.19735757575757581,0.153875,0.5,0.0,-0.112,VIOLENTO,TRANSITORIO
4990,6,-0.08598181818181819,0.13025000000000003,0.5,-0.03004234619947802,0.448,LENTO,TRANSITORIO
4997,4,0.015103030303030299,0.037125,0.5,0.0,-1.226,LENTO,TRANSITORIO
5035,4,-0.056981818181818175,-0.03962500000000001,0.5,0.0,1.935,LENTO,TRANSITORIO
5043,3,0.12827272727272723,0.027750000000000004,0.5,0.0,0.971,LENTO,TRANSITORIO
5066,7,-0.019690909090909203,0.30725,0.5,-0.12286829263931763,0.326,LENTO,TRANSITORIO
5074,7,-0.021212121212121158,-0.08824999999999997,0.5,-0.02920594923662087,5.064,LENTO,TRANSITORIO
5097,3,0.03664242424242434,-0.18975000000000003,0.5,0.0,-0.232,LENTO,TRANSITORIO
5107,3,0.18341818181818176,0.21025,0.5,0.0,-1.55,VIOLENTO,TRANSITORIO
5123,3,0.34839999999999993,0.148,0.5,0.0,0.118,VIOLENTO,TRANSITORIO
5128,3,0.11560000000000006,-0.39387500000000003,0.5,0.0,-0.201,LENTO,TRANSITORIO
5132,5,0.07135151515151521,-0.21037500000000003,0.5,0.0,-0.312,LENTO,TRANSITORIO
5144,3,-0.13131515151515147,0.003999999999999997,0.5,0.0,0.361,LENTO,TRANSITORIO
5156,14,-0.18678181818181816,-0.21012499999999992,0.5,-0.00977624109455674,-1.952,VIOLENTO,PERSISTENTE
5181,3,-0.09809696969696972,0.062124999999999986,0.5,0.0,-0.043,LENTO,TRANSITORIO
5185,11,0.3748242424242424,-0.12274999999999997,0.5,-0.024290668288673864,1.234,VIOLENTO,TRANSITORIO
5240,9,0.2728303030303031,-0.07425000000000001,0.5,-0.035001000666749646,-0.234,VIOLENTO,TRANSITORIO
5260,3,0.005896969696969687,0.021750000000000005,0.5,0.0,2.295,LENTO,TRANSITORIO
5296,3,-0.04006060606060598,-0.031125,0.5,0.0,0.408,LENTO,TRANSITORIO
5323,6,-0.22825454545454535,0.03724999999999992,0.5,0.019976863269204875,0.454,VIOLENTO,TRANSITORIO
5330,7,-0.16482424242424243,0.00012499999999998623,0.5,0.001459019206982955,0.648,VIOLENTO,TRANSITORIO
