start_idx,duration,arrival_velocity,arrival_accel,h_during,energy_slope,outcome,impact_type,dynamics_type
88,3,0.3117939393939393,-0.08687499999999995,0.5,0.0,-2.701,LENTO,TRANSITORIO
107,4,0.3653575757575755,0.5305,0.5,0.0,7.756,LENTO,TRANSITORIO
241,11,-0.6785090909090907,0.21387499999999998,0.5,-0.01883232776505051,2.579,VIOLENTO,TRANSITORIO
276,7,-0.3818060606060607,0.3755,0.5,0.08154861654578789,0.733,LENTO,TRANSITORIO
286,5,0.24108484848484846,-0.10362499999999997,0.5,0.0,0.996,LENTO,TRANSITORIO
301,4,-0.0003878787878788574,-0.043999999999999984,0.5,0.0,1.701,LENTO,TRANSITORIO
321,4,-0.4234727272727272,0.11600000000000002,0.5,0.0,0.953,VIOLENTO,TRANSITORIO
363,4,-0.5049393939393938,0.05312499999999992,0.5,0.0,0.673,VIOLENTO,TRANSITORIO
368,8,-0.2962969696969696,-0.19462500000000002,0.5,0.0017449489210781615,-0.187,LENTO,TRANSITORIO
378,3,0.13906060606060605,-0.05962500000000001,0.5,0.0,-5.354,LENTO,TRANSITORIO
445,3,0.3194606060606059,0.3031250000000001,0.5,0.0,-4.454,LENTO,TRANSITORIO
465,5,0.11793333333333335,0.019500000000000017,0.5,0.0,0.282,LENTO,TRANSITORIO
471,10,0.7715636363636362,0.143625,0.5,-0.10002479809692373,-1.096,VIOLENTO,TRANSITORIO
566,6,0.2847151515151513,-0.3944999999999999,0.5,0.04994377246749384,-4.126,LENTO,TRANSITORIO
609,4,0.02213333333333336,-0.05924999999999997,0.5,0.0,3.957,LENTO,TRANSITORIO
732,3,0.392121212121212,-0.17325000000000002,0.5,0.0,-2.81,LENTO,TRANSITORIO
736,4,0.5417393939393939,0.044625000000000026,0.5,0.0,-0.255,VIOLENTO,TRANSITORIO
745,3,-0.4152303030303029,-0.059375,0.5,0.0,0.065,VIOLENTO,TRANSITORIO
749,3,0.09374545454545447,0.10175000000000001,0.5,0.0,-1.117,LENTO,TRANSITORIO
816,3,0.5040848484848485,-0.22112499999999996,0.5,0.0,-3.236,VIOLENTO,TRANSITORIO
831,6,0.3091878787878787,-0.16475,0.5,0.0421380915547614,-1.06,LENTO,TRANSITORIO
841,3,0.12332121212121211,-0.05537500000000001,0.5,0.0,2.117,LENTO,TRANSITORIO
867,4,-0.43467878787878783,-0.1658749999999999,0.5,0.0,6.895,VIOLENTO,TRANSITORIO
915,13,-0.6121757575757574,-0.4661249999999999,0.5,0.021301338184941503,4.057,VIOLENTO,PERSISTENTE
994,16,-0.1327636363636366,0.40725,0.5,-0.005261104985396615,10.282,LENTO,PERSISTENTE
1036,4,-0.7423878787878788,0.09137500000000004,0.5,0.0,-3.073,VIOLENTO,TRANSITORIO
1310,5,-0.3000060606060605,0.06837500000000007,0.5,0.0,1.576,LENTO,TRANSITORIO
1321,3,0.2945575757575757,0.24687499999999998,0.5,0.0,-3.876,LENTO,TRANSITORIO
1368,6,0.42457575757575766,0.04600000000000007,0.5,-0.020108151581631054,-4.477,VIOLENTO,TRANSITORIO
1403,3,-0.19481818181818183,0.13774999999999998,0.5,0.0,-5.724,LENTO,TRANSITORIO
1514,3,0.26067878787878773,-0.09912499999999996,0.5,0.0,-1.904,LENTO,TRANSITORIO
1577,7,-0.9990121212121208,0.1826250000000001,0.5,0.08430258140901065,-0.713,VIOLENTO,TRANSITORIO
1597,3,0.07203636363636365,0.08449999999999998,0.5,0.0,-1.06,LENTO,TRANSITORIO
1612,14,-0.39933939393939416,-0.025124999999999897,0.5,-0.03186339464014215,-4.842,LENTO,PERSISTENTE
1712,5,0.5000181818181819,-0.32275,0.5,0.0,-0.642,VIOLENTO,TRANSITORIO
1718,4,0.1567151515151515,-0.12975,0.5,0.0,-2.414,LENTO,TRANSITORIO
1770,3,0.11226666666666654,0.02112499999999995,0.5,0.0,0.744,LENTO,TRANSITORIO
1779,5,0.274078787878788,0.10712499999999997,0.5,0.0,7.298,LENTO,TRANSITORIO
1807,4,-0.3249151515151512,-0.019249999999999934,0.5,0.0,-5.602,LENTO,TRANSITORIO
1884,5,-0.41369696969696956,0.017374999999999946,0.5,0.0,-1.561,VIOLENTO,TRANSITORIO
1940,10,-0.38309696969696966,0.07825000000000004,0.5,-0.08023010746836871,-1.655,LENTO,TRANSITORIO
1971,6,-0.017387878787878768,-0.12300000000000001,0.5,-0.020759484194220343,0.025,LENTO,TRANSITORIO
2024,10,-0.34315757575757555,-0.051375000000000004,0.5,-0.026446210625541054,-2.541,LENTO,TRANSITORIO
2287,8,-0.7439818181818181,-0.42462500000000003,0.5,-0.08514413744517242,-0.286,VIOLENTO,TRANSITORIO
2300,6,0.0951393939393939,0.2936250000000001,0.5,-0.015228422948033466,-0.631,LENTO,TRANSITORIO
2525,5,-0.3020545454545454,-0.0010000000000000009,0.5,0.0,-14.768,LENTO,TRANSITORIO
