entry_date,entry_price,exit_date,exit_price,exit_reason,pct_return,hold_bars,ema,threshold,target,stop,is_win
2018-09-06,6516.01,2018-09-21,6698.458280000001,target,2.800000000000008,15,10,-3.5,2.8000000000000003,5.25,True
2018-12-28,3839.26,2019-01-06,3946.75928,target,2.8,9,10,-3.5,2.8000000000000003,5.25,True
2019-01-11,3601.31,2019-01-29,3412.2412249999998,stop,-5.250000000000005,18,10,-3.5,2.8000000000000003,5.25,False
2019-07-02,10842.85,2019-07-03,11146.4498,target,2.7999999999999994,1,10,-3.5,2.8000000000000003,5.25,True
2019-11-09,8809.41,2019-11-18,8346.915975,stop,-5.25,9,10,-3.5,2.8000000000000003,5.25,False
2020-03-30,6394.38,2020-04-01,6573.422640000001,target,2.800000000000009,2,10,-3.5,2.8000000000000003,5.25,True
2020-05-11,8561.52,2020-05-12,8801.24256,target,2.8000000000000016,1,10,-3.5,2.8000000000000003,5.25,True
2020-06-12,9465.13,2020-07-26,9730.153639999999,target,2.799999999999994,44,10,-3.5,2.8000000000000003,5.25,True
2020-11-27,17139.52,2020-11-28,17619.42656,target,2.7999999999999967,1,10,-3.5,2.8000000000000003,5.25,True
2021-01-17,35828.61,2021-01-21,33947.607975,stop,-5.250000000000004,3,10,-3.5,2.8000000000000003,5.25,False
2021-02-24,49676.2,2021-02-26,47068.199499999995,stop,-5.2500000000000036,2,10,-3.5,2.8000000000000003,5.25,False
2021-03-23,54340.89,2021-03-25,51487.993275,stop,-5.249999999999997,2,10,-3.5,2.8000000000000003,5.25,False
2021-04-19,55633.14,2021-04-22,52712.40015,stop,-5.2499999999999964,3,10,-3.5,2.8000000000000003,5.25,False
2021-05-05,57436.11,2021-05-12,54420.714225,stop,-5.249999999999995,7,10,-3.5,2.8000000000000003,5.25,False
2021-06-19,35483.72,2021-06-21,33620.824700000005,stop,-5.24999999999999,2,10,-3.5,2.8000000000000003,5.25,False
2021-09-08,46048.31,2021-09-15,47337.66268,target,2.800000000000008,7,10,-3.5,2.8000000000000003,5.25,True
2021-12-29,46464.66,2022-01-05,44025.26535,stop,-5.2500000000000036,7,10,-3.5,2.8000000000000003,5.25,False
2022-02-18,39974.44,2022-02-21,37875.7819,stop,-5.250000000000001,3,10,-3.5,2.8000000000000003,5.25,False
2022-03-05,39397.96,2022-03-09,40501.10288,target,2.7999999999999985,4,10,-3.5,2.8000000000000003,5.25,True
2022-07-26,21254.67,2022-07-27,21849.80076,target,2.8000000000000003,1,10,-3.5,2.8000000000000003,5.25,True
2022-09-16,19803.3,2022-09-21,18763.62675,stop,-5.249999999999999,5,10,-3.5,2.8000000000000003,5.25,False
2024-01-13,42847.99,2024-01-22,40598.470525,stop,-5.250000000000003,9,10,-3.5,2.8000000000000003,5.25,False
2024-03-17,68393.48,2024-03-19,64802.8223,stop,-5.249999999999995,2,10,-3.5,2.8000000000000003,5.25,False
2024-04-03,65963.28,2024-04-04,67810.25184,target,2.7999999999999976,1,10,-3.5,2.8000000000000003,5.25,True
2024-10-02,60649.28,2024-10-06,62347.45984,target,2.8000000000000074,4,10,-3.5,2.8000000000000003,5.25,True
2024-12-20,97805.44,2025-01-06,100543.99232,target,2.8000000000000025,17,10,-3.5,2.8000000000000003,5.25,True
2025-10-11,110644.4,2025-10-12,113742.4432,target,2.8000000000000003,1,10,-3.5,2.8000000000000003,5.25,True
