percentil,umbral,señales,operaciones,win_rate,profit_factor,expectancy
0.1,-1.7101,41,41,0.6097560975609756,1.1718749999999911,0.0013414634146340755
0.2,-0.922,109,107,0.5327102803738317,0.8549999999999939,-0.0013551401869159475
0.25,-0.686,173,170,0.5470588235294118,0.9058441558441492,-0.0008529411764706465
0.3,-0.484,241,237,0.5485232067510548,0.9112149532710215,-0.0008016877637131402
0.35,-0.321,303,299,0.5518394648829431,0.9235074626865603,-0.0006856187290970542
