entry_date,entry_price,exit_date,exit_price,exit_reason,pct_return,hold_bars,ema,threshold,target,stop,is_win
2021-10-27 00:00:00,60714.34,2021-10-27 08:00:00,59621.48187999999,stop,-1.8000000000000076,2,55,-1.2,0.96,1.7999999999999998,False
2021-10-31 12:00:00,60460.23,2021-10-31 20:00:00,61040.648208000006,target,0.9600000000000046,2,55,-1.2,0.96,1.7999999999999998,True
2021-12-02 04:00:00,56810.43,2021-12-03 16:00:00,55787.84226,stop,-1.8000000000000047,9,55,-1.2,0.96,1.7999999999999998,False
2022-02-02 16:00:00,37566.56,2022-02-03 00:00:00,36890.361919999996,stop,-1.8000000000000054,2,55,-1.2,0.96,1.7999999999999998,False
2022-02-17 16:00:00,41201.62,2022-02-18 08:00:00,40459.99084,stop,-1.8000000000000096,4,55,-1.2,0.96,1.7999999999999998,False
2022-03-04 16:00:00,39782.13,2022-03-05 00:00:00,39066.05166,stop,-1.8000000000000003,2,55,-1.2,0.96,1.7999999999999998,False
2022-03-10 08:00:00,39076.38,2022-03-11 08:00:00,39451.513248,target,0.9600000000000143,6,55,-1.2,0.96,1.7999999999999998,True
2022-04-01 04:00:00,45015.69,2022-04-01 12:00:00,45447.840624000004,target,0.9600000000000037,2,55,-1.2,0.96,1.7999999999999998,True
2022-04-22 00:00:00,40502.11,2022-04-22 12:00:00,39773.07202,stop,-1.8000000000000023,3,55,-1.2,0.96,1.7999999999999998,False
2022-05-05 16:00:00,36316.0,2022-05-07 20:00:00,35662.312,stop,-1.8000000000000054,13,55,-1.2,0.96,1.7999999999999998,False
2022-06-02 00:00:00,29730.12,2022-06-02 08:00:00,30015.529152,target,0.9600000000000006,2,55,-1.2,0.96,1.7999999999999998,True
2022-06-07 04:00:00,29585.12,2022-06-07 12:00:00,29869.137152,target,0.9600000000000013,2,55,-1.2,0.96,1.7999999999999998,True
2022-06-27 00:00:00,21171.32,2022-06-27 12:00:00,20790.23624,stop,-1.8000000000000065,3,55,-1.2,0.96,1.7999999999999998,False
2022-07-05 12:00:00,19519.98,2022-07-05 16:00:00,19707.371808,target,0.9600000000000016,1,55,-1.2,0.96,1.7999999999999998,True
2022-07-25 04:00:00,21962.33,2022-07-25 20:00:00,21567.00806,stop,-1.8000000000000071,4,55,-1.2,0.96,1.7999999999999998,False
2022-09-13 20:00:00,20173.57,2022-09-15 12:00:00,19810.44574,stop,-1.8000000000000027,10,55,-1.2,0.96,1.7999999999999998,False
2022-09-27 20:00:00,19079.13,2022-09-28 12:00:00,19262.289648,target,0.960000000000004,4,55,-1.2,0.96,1.7999999999999998,True
2022-10-07 20:00:00,19530.09,2022-10-10 20:00:00,19178.54838,stop,-1.7999999999999998,18,55,-1.2,0.96,1.7999999999999998,False
2022-12-16 12:00:00,16972.34,2022-12-16 20:00:00,16666.83788,stop,-1.800000000000006,2,55,-1.2,0.96,1.7999999999999998,False
2023-02-05 20:00:00,22932.91,2023-02-07 20:00:00,23153.065936000003,target,0.9600000000000124,12,55,-1.2,0.96,1.7999999999999998,True
2023-03-27 16:00:00,26968.94,2023-03-28 16:00:00,27227.841824,target,0.9600000000000019,6,55,-1.2,0.96,1.7999999999999998,True
2023-04-19 12:00:00,29260.44,2023-04-20 08:00:00,28733.75208,stop,-1.8000000000000012,5,55,-1.2,0.96,1.7999999999999998,False
2023-04-26 20:00:00,28415.29,2023-04-27 00:00:00,28688.076784,target,0.9599999999999995,1,55,-1.2,0.96,1.7999999999999998,True
2023-07-14 20:00:00,30312.01,2023-07-18 16:00:00,29766.393819999998,stop,-1.800000000000003,23,55,-1.2,0.96,1.7999999999999998,False
2023-08-31 20:00:00,25940.78,2023-09-07 20:00:00,26189.811488,target,0.9600000000000022,42,55,-1.2,0.96,1.7999999999999998,True
2023-11-22 00:00:00,36380.0,2023-11-22 16:00:00,36729.248,target,0.9599999999999989,4,55,-1.2,0.96,1.7999999999999998,True
2023-12-11 16:00:00,40779.99,2023-12-11 20:00:00,41171.477904,target,0.9600000000000035,1,55,-1.2,0.96,1.7999999999999998,True
2023-12-28 16:00:00,42610.64,2024-01-01 16:00:00,43019.702144,target,0.9600000000000074,24,55,-1.2,0.96,1.7999999999999998,True
2024-01-03 20:00:00,42845.23,2024-01-04 12:00:00,43256.54420800001,target,0.9600000000000078,4,55,-1.2,0.96,1.7999999999999998,True
2024-01-12 16:00:00,43472.55,2024-01-13 00:00:00,42690.0441,stop,-1.8000000000000085,2,55,-1.2,0.96,1.7999999999999998,False
2024-03-15 04:00:00,68448.29,2024-03-15 20:00:00,69105.39358399999,target,0.9599999999999954,4,55,-1.2,0.96,1.7999999999999998,True
2024-04-01 16:00:00,69648.01,2024-04-02 00:00:00,68394.34581999999,stop,-1.8000000000000103,2,55,-1.2,0.96,1.7999999999999998,False
2024-04-05 08:00:00,66478.0,2024-04-05 12:00:00,67116.1888,target,0.9600000000000053,1,55,-1.2,0.96,1.7999999999999998,True
2024-04-12 20:00:00,67116.52,2024-04-13 16:00:00,65908.42264,stop,-1.7999999999999996,5,55,-1.2,0.96,1.7999999999999998,False
2024-04-24 16:00:00,63976.06,2024-04-25 16:00:00,64590.230176000005,target,0.9600000000000108,6,55,-1.2,0.96,1.7999999999999998,True
2024-05-10 16:00:00,60716.97,2024-05-12 12:00:00,61299.852912,target,0.9600000000000015,11,55,-1.2,0.96,1.7999999999999998,True
2024-07-25 04:00:00,64134.0,2024-07-25 12:00:00,64749.686400000006,target,0.9600000000000093,2,55,-1.2,0.96,1.7999999999999998,True
2024-08-12 00:00:00,58509.5,2024-08-12 08:00:00,59071.1912,target,0.9600000000000019,2,55,-1.2,0.96,1.7999999999999998,True
2024-08-19 00:00:00,58736.85,2024-08-19 20:00:00,59300.72376,target,0.9600000000000037,5,55,-1.2,0.96,1.7999999999999998,True
2024-11-26 00:00:00,94464.0,2024-11-26 08:00:00,92763.648,stop,-1.799999999999999,2,55,-1.2,0.96,1.7999999999999998,False
2024-12-19 00:00:00,101193.15,2024-12-19 08:00:00,102164.60424,target,0.9600000000000063,2,55,-1.2,0.96,1.7999999999999998,True
2025-01-07 20:00:00,96954.61,2025-01-08 08:00:00,95209.42702,stop,-1.7999999999999978,3,55,-1.2,0.96,1.7999999999999998,False
2025-01-27 04:00:00,99048.02,2025-01-27 12:00:00,99998.880992,target,0.9600000000000016,2,55,-1.2,0.96,1.7999999999999998,True
2025-02-21 20:00:00,96181.98,2025-02-24 12:00:00,94450.70435999999,stop,-1.8000000000000076,16,55,-1.2,0.96,1.7999999999999998,False
2025-03-03 20:00:00,86220.61,2025-03-04 00:00:00,84668.63902,stop,-1.7999999999999978,1,55,-1.2,0.96,1.7999999999999998,False
2025-03-07 04:00:00,88365.18,2025-03-08 00:00:00,86774.60676,stop,-1.7999999999999978,5,55,-1.2,0.96,1.7999999999999998,False
2025-04-03 00:00:00,83483.97,2025-04-06 16:00:00,81981.25854,stop,-1.8000000000000071,22,55,-1.2,0.96,1.7999999999999998,False
2025-04-10 16:00:00,79649.34,2025-04-11 00:00:00,80413.973664,target,0.9600000000000103,2,55,-1.2,0.96,1.7999999999999998,True
2025-07-25 04:00:00,115320.01,2025-07-25 08:00:00,116427.082096,target,0.9600000000000031,1,55,-1.2,0.96,1.7999999999999998,True
2025-10-10 16:00:00,116661.5,2025-10-10 20:00:00,114561.593,stop,-1.8000000000000054,1,55,-1.2,0.96,1.7999999999999998,False
2025-10-29 20:00:00,110021.29,2025-10-30 04:00:00,111077.494384,target,0.9600000000000105,2,55,-1.2,0.96,1.7999999999999998,True
2025-11-11 16:00:00,103126.39,2025-11-12 08:00:00,104116.403344,target,0.9600000000000062,4,55,-1.2,0.96,1.7999999999999998,True
2025-12-11 04:00:00,90272.75,2025-12-11 20:00:00,91139.3684,target,0.9600000000000074,4,55,-1.2,0.96,1.7999999999999998,True
2026-01-19 04:00:00,92841.62,2026-01-20 12:00:00,91170.47084,stop,-1.800000000000001,8,55,-1.2,0.96,1.7999999999999998,False
2026-02-15 16:00:00,68286.63,2026-02-18 16:00:00,67057.47066,stop,-1.7999999999999974,18,55,-1.2,0.96,1.7999999999999998,False
2026-02-27 12:00:00,66095.4,2026-02-28 04:00:00,64905.682799999995,stop,-1.799999999999999,4,55,-1.2,0.96,1.7999999999999998,False
