entry_date,entry_price,exit_date,exit_price,exit_reason,pct_return,hold_bars,ema,threshold,target,stop,is_win
2025-02-13 05:00:00,96666.38,2025-02-13 11:00:00,95941.38215,stop,-0.7499999999999997,6,200,-0.5,0.4,0.75,False
2025-02-21 20:00:00,95066.25,2025-02-21 22:00:00,95446.515,target,0.3999999999999994,2,200,-0.5,0.4,0.75,True
2025-03-03 19:00:00,85606.0,2025-03-03 20:00:00,85948.424,target,0.39999999999999886,1,200,-0.5,0.4,0.75,True
2025-03-07 01:00:00,88263.85,2025-03-07 02:00:00,87601.871125,stop,-0.7500000000000008,1,200,-0.5,0.4,0.75,False
2025-03-18 02:00:00,83367.64,2025-03-18 06:00:00,82742.3827,stop,-0.749999999999997,4,200,-0.5,0.4,0.75,False
2025-04-02 23:00:00,82516.29,2025-04-03 00:00:00,82846.35515999999,target,0.3999999999999979,1,200,-0.5,0.4,0.75,True
2025-05-05 00:00:00,94724.11,2025-05-05 01:00:00,94013.67917500001,stop,-0.7499999999999879,1,200,-0.5,0.4,0.75,False
2025-05-19 07:00:00,103226.29,2025-05-19 14:00:00,103639.19515999999,target,0.39999999999999497,7,200,-0.5,0.4,0.75,True
2025-05-28 15:00:00,107107.31,2025-05-28 17:00:00,107535.73924,target,0.39999999999999786,2,200,-0.5,0.4,0.75,True
2025-06-12 21:00:00,105894.31,2025-06-13 00:00:00,105100.102675,stop,-0.749999999999996,3,200,-0.5,0.4,0.75,False
2025-07-29 16:00:00,117739.03,2025-07-30 06:00:00,118209.98612,target,0.4000000000000022,14,200,-0.5,0.4,0.75,True
2025-10-09 17:00:00,120974.0,2025-10-09 21:00:00,121457.896,target,0.3999999999999945,4,200,-0.5,0.4,0.75,True
2025-10-21 23:00:00,108297.67,2025-10-22 13:00:00,108730.86068,target,0.39999999999999974,14,200,-0.5,0.4,0.75,True
2025-10-29 16:00:00,111106.35,2025-10-29 17:00:00,111550.77540000001,target,0.4000000000000066,1,200,-0.5,0.4,0.75,True
2025-11-12 15:00:00,102173.51,2025-11-12 19:00:00,101407.208675,stop,-0.7499999999999933,4,200,-0.5,0.4,0.75,False
2025-12-01 01:00:00,87168.91,2025-12-01 03:00:00,86515.143175,stop,-0.7499999999999986,2,200,-0.5,0.4,0.75,False
2025-12-05 15:00:00,90459.35,2025-12-05 16:00:00,89780.90487500001,stop,-0.7499999999999981,1,200,-0.5,0.4,0.75,False
2025-12-07 23:00:00,90395.31,2025-12-08 01:00:00,90756.89124,target,0.39999999999999947,2,200,-0.5,0.4,0.75,True
2025-12-11 03:00:00,89880.01,2025-12-11 04:00:00,90239.53004,target,0.4000000000000034,1,200,-0.5,0.4,0.75,True
2025-12-12 16:00:00,90046.54,2025-12-13 08:00:00,90406.72615999999,target,0.39999999999999725,16,200,-0.5,0.4,0.75,True
2025-12-21 14:00:00,88065.18,2025-12-21 18:00:00,88417.44072,target,0.4000000000000065,4,200,-0.5,0.4,0.75,True
2025-12-26 15:00:00,87137.81,2025-12-26 19:00:00,87486.36124,target,0.4000000000000008,4,200,-0.5,0.4,0.75,True
2025-12-29 12:00:00,87397.0,2025-12-29 17:00:00,87746.588,target,0.4000000000000038,5,200,-0.5,0.4,0.75,True
2026-01-09 20:00:00,90303.36,2026-01-10 01:00:00,90664.57344000001,target,0.40000000000000757,5,200,-0.5,0.4,0.75,True
2026-01-12 11:00:00,90620.96,2026-01-12 15:00:00,90983.44384,target,0.40000000000000085,4,200,-0.5,0.4,0.75,True
2026-01-19 00:00:00,92711.02,2026-01-19 08:00:00,93081.86408,target,0.3999999999999949,8,200,-0.5,0.4,0.75,True
2026-02-15 14:00:00,69170.51,2026-02-15 17:00:00,68651.731175,stop,-0.7500000000000019,3,200,-0.5,0.4,0.75,False
2026-02-27 11:00:00,66126.99,2026-02-27 16:00:00,65631.03757500001,stop,-0.7499999999999937,5,200,-0.5,0.4,0.75,False
2026-03-01 17:00:00,65979.61,2026-03-01 18:00:00,66243.52844,target,0.3999999999999909,1,200,-0.5,0.4,0.75,True
2026-03-06 15:00:00,68504.71,2026-03-06 17:00:00,67990.92467500002,stop,-0.749999999999985,2,200,-0.5,0.4,0.75,False
2026-03-18 15:00:00,71467.82,2026-03-19 04:00:00,70931.81135,stop,-0.7500000000000047,13,200,-0.5,0.4,0.75,False
